experiment,batch,plate_id,well.name,treatment_type,Stimulant,Stimulant dose,Stimulant unit,Treatment,Treatment concentration,Treatment unit,Treatment 2,Treatment 2 concentration,Treatment 2 unit,obj.Mean(area).um2.meas,dmso_median_raw,fsk_2_5uM_median_raw,normalized_cyst_swelling_pct
compound_exploration,4042,2,L03,ref_ctrl,FSK,2.5,uM,rapamycin,0.03,uM,DMSO,0.1,pct,2221.378,1639.897,3101.911,39.772601356758564
compound_exploration,4042,2,L04,ref_ctrl,FSK,2.5,uM,rapamycin,0.03,uM,DMSO,0.1,pct,2421.58,1639.897,3101.911,53.46617747846464
compound_exploration,4042,2,L05,treatment,FSK,2.5,uM,Capadenoson,0.1,uM,DMSO,0.1,pct,2587.346,1639.897,3101.911,64.80437259834721
compound_exploration,4042,2,L06,treatment,FSK,2.5,uM,Capadenoson,0.1,uM,DMSO,0.1,pct,2789.324,1639.897,3101.911,78.61942498498647
compound_exploration,4042,2,L07,treatment,FSK,2.5,uM,Capadenoson,0.1,uM,CPA,1.0,uM,3051.559,1639.897,3101.911,96.55598373202993
compound_exploration,4042,2,L08,treatment,FSK,2.5,uM,Capadenoson,0.1,uM,CPA,1.0,uM,3052.444,1639.897,3101.911,96.61651666810305
compound_exploration,4042,2,L09,treatment,FSK,2.5,uM,MIPS521,0.1,uM,DMSO,0.1,pct,2447.365,1639.897,3101.911,55.2298404803237
compound_exploration,4042,2,L10,treatment,FSK,2.5,uM,MIPS521,0.1,uM,DMSO,0.1,pct,2461.677,1639.897,3101.911,56.20876407476263
compound_exploration,4042,2,L11,treatment,FSK,2.5,uM,MIPS521,0.1,uM,CPA,1.0,uM,2321.644,1639.897,3101.911,46.63067521925233
compound_exploration,4042,2,L12,treatment,FSK,2.5,uM,MIPS521,0.1,uM,CPA,1.0,uM,2404.822,1639.897,3101.911,52.319950424551344
compound_exploration,4042,2,L13,ref_ctrl,FSK,2.5,uM,rapamycin,0.03,uM,DMSO,0.1,pct,2361.086,1639.897,3101.911,49.32846060297642
compound_exploration,4042,2,L14,ref_ctrl,FSK,2.5,uM,rapamycin,0.03,uM,DMSO,0.1,pct,2598.925,1639.897,3101.911,65.5963622783366
compound_exploration,4042,2,M03,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,1313.014,1639.897,3101.911,-22.358404228687277
compound_exploration,4042,2,M04,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,1277.035,1639.897,3101.911,-24.819324575551246
compound_exploration,4042,2,M05,treatment,FSK,2.5,uM,Capadenoson,0.001,uM,DMSO,0.1,pct,2901.668,1639.897,3101.911,86.3036195275832
compound_exploration,4042,2,M06,treatment,FSK,2.5,uM,Capadenoson,0.001,uM,DMSO,0.1,pct,2981.861,1639.897,3101.911,91.78872432138131
compound_exploration,4042,2,M07,treatment,FSK,2.5,uM,Capadenoson,0.001,uM,CPA,1.0,uM,2862.961,1639.897,3101.911,83.65610726025878
compound_exploration,4042,2,M08,treatment,FSK,2.5,uM,Capadenoson,0.001,uM,CPA,1.0,uM,2911.7,1639.897,3101.911,86.9897962673408
compound_exploration,4042,2,M09,treatment,FSK,2.5,uM,MIPS521,0.001,uM,DMSO,0.1,pct,3309.266,1639.897,3101.911,114.18283272253207
compound_exploration,4042,2,M10,treatment,FSK,2.5,uM,MIPS521,0.001,uM,DMSO,0.1,pct,3013.51,1639.897,3101.911,93.9534778736729
compound_exploration,4042,2,M11,treatment,FSK,2.5,uM,MIPS521,0.001,uM,CPA,1.0,uM,3004.638,1639.897,3101.911,93.34664373938963
compound_exploration,4042,2,M12,treatment,FSK,2.5,uM,MIPS521,0.001,uM,CPA,1.0,uM,2895.218,1639.897,3101.911,85.86244728162656
compound_exploration,4042,2,M13,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,1363.942,1639.897,3101.911,-18.874990253171305
compound_exploration,4042,2,M14,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,1393.907,1639.897,3101.911,-16.82542027641322
compound_exploration,4042,2,N03,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,1298.917,1639.897,3101.911,-23.322622081594293
compound_exploration,4042,2,N04,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,1293.457,1639.897,3101.911,-23.696079517706384
compound_exploration,4042,2,N05,treatment,FSK,2.5,uM,Capadenoson,0.001,uM,DMSO,0.1,pct,2983.741,1639.897,3101.911,91.91731406128805
compound_exploration,4042,2,N06,treatment,FSK,2.5,uM,Capadenoson,0.001,uM,DMSO,0.1,pct,2951.46,1639.897,3101.911,89.70933246877253
compound_exploration,4042,2,N07,treatment,FSK,2.5,uM,Capadenoson,0.001,uM,CPA,1.0,uM,2865.318,1639.897,3101.911,83.81732322672698
compound_exploration,4042,2,N08,treatment,FSK,2.5,uM,Capadenoson,0.001,uM,CPA,1.0,uM,2793.507,1639.897,3101.911,78.90553715627894
compound_exploration,4042,2,N09,treatment,FSK,2.5,uM,MIPS521,0.001,uM,DMSO,0.1,pct,3078.481,1639.897,3101.911,98.39741616701346
compound_exploration,4042,2,N10,treatment,FSK,2.5,uM,MIPS521,0.001,uM,DMSO,0.1,pct,2916.972,1639.897,3101.911,87.35039472946225
compound_exploration,4042,2,N11,treatment,FSK,2.5,uM,MIPS521,0.001,uM,CPA,1.0,uM,2832.52,1639.897,3101.911,81.57397945573707
compound_exploration,4042,2,N12,treatment,FSK,2.5,uM,MIPS521,0.001,uM,CPA,1.0,uM,2758.519,1639.897,3101.911,76.51240001805726
compound_exploration,4042,2,N13,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,1382.791,1639.897,3101.911,-17.58574131301068
compound_exploration,4042,2,N14,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,1290.979,1639.897,3101.911,-23.86557173871111
compound_exploration,4064,3,C03,ref_ctrl,FSK,2.5,uM,rapamycin,0.03,uM,DMSO,0.1,pct,2353.19,1747.334,3424.1225,36.13192719296441
compound_exploration,4064,3,C04,ref_ctrl,FSK,2.5,uM,rapamycin,0.03,uM,DMSO,0.1,pct,2205.99,1747.334,3424.1225,27.353241031889215
compound_exploration,4064,3,C05,treatment,FSK,2.5,uM,DMSO,0.1,pct,CPA,1.0,uM,3061.405,1747.334,3424.1225,78.36832134762375
compound_exploration,4064,3,C06,treatment,FSK,2.5,uM,DMSO,0.1,pct,CPA,1.0,uM,3009.983,1747.334,3424.1225,75.30162569697968
compound_exploration,4064,3,C07,treatment,FSK,2.5,uM,824745,1.0,uM,DMSO,0.1,pct,3072.234,1747.334,3424.1225,79.014139231036
compound_exploration,4064,3,C08,treatment,FSK,2.5,uM,824745,1.0,uM,DMSO,0.1,pct,2980.319,1747.334,3424.1225,73.53252959451952
compound_exploration,4064,3,C09,treatment,FSK,2.5,uM,824745,1.0,uM,CPA,1.0,uM,3149.726,1747.334,3424.1225,83.63559268208246
compound_exploration,4064,3,C10,treatment,FSK,2.5,uM,824745,1.0,uM,CPA,1.0,uM,3156.861,1747.334,3424.1225,84.06110848207749
compound_exploration,4064,3,C11,treatment,FSK,2.5,uM,1237561,1.0,uM,DMSO,0.1,pct,3451.795,1747.334,3424.1225,101.65032739668719
compound_exploration,4064,3,C12,treatment,FSK,2.5,uM,1237561,1.0,uM,DMSO,0.1,pct,3711.832,1747.334,3424.1225,117.15836553029794
compound_exploration,4064,3,C13,treatment,FSK,2.5,uM,1237561,1.0,uM,CPA,1.0,uM,3152.751,1747.334,3424.1225,83.81599706820509
compound_exploration,4064,3,C14,treatment,FSK,2.5,uM,1237561,1.0,uM,CPA,1.0,uM,2944.714,1747.334,3424.1225,71.40912524149587
compound_exploration,4064,3,C15,treatment,FSK,2.5,uM,1249141,1.0,uM,DMSO,0.1,pct,3282.179,1747.334,3424.1225,91.53480000608306
compound_exploration,4064,3,C16,treatment,FSK,2.5,uM,1249141,1.0,uM,DMSO,0.1,pct,2621.369,1747.334,3424.1225,52.12553640485966
compound_exploration,4064,3,C17,treatment,FSK,2.5,uM,1249141,1.0,uM,CPA,1.0,uM,2985.23,1747.334,3424.1225,73.82541089708094
compound_exploration,4064,3,C18,treatment,FSK,2.5,uM,1249141,1.0,uM,CPA,1.0,uM,2878.604,1747.334,3424.1225,67.46646938477929
compound_exploration,4064,3,C19,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1909.911,1747.334,3424.1225,9.695736820714123
compound_exploration,4064,3,C20,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1777.858,1747.334,3424.1225,1.8203846221512068
compound_exploration,4064,3,C21,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1972.798,1747.334,3424.1225,13.44618000421639
compound_exploration,4064,3,C22,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1796.78,1747.334,3424.1225,2.9488513309818094
compound_exploration,4064,3,D03,ref_ctrl,FSK,2.5,uM,rapamycin,0.03,uM,DMSO,0.1,pct,2300.519,1747.334,3424.1225,32.99074391314109
compound_exploration,4064,3,D04,ref_ctrl,FSK,2.5,uM,rapamycin,0.03,uM,DMSO,0.1,pct,2423.22,1747.334,3424.1225,40.308363278970475
compound_exploration,4064,3,D05,treatment,FSK,2.5,uM,DMSO,0.1,pct,CPA,1.0,uM,3214.305,1747.334,3424.1225,87.4869430461862
compound_exploration,4064,3,D06,treatment,FSK,2.5,uM,DMSO,0.1,pct,CPA,1.0,uM,3302.94,1747.334,3424.1225,92.77294065411351
compound_exploration,4064,3,D07,treatment,FSK,2.5,uM,824745,1.0,uM,DMSO,0.1,pct,3161.484,1747.334,3424.1225,84.33681409432377
compound_exploration,4064,3,D08,treatment,FSK,2.5,uM,824745,1.0,uM,DMSO,0.1,pct,3459.1,1747.334,3424.1225,102.08598162499325
compound_exploration,4064,3,D09,treatment,FSK,2.5,uM,824745,1.0,uM,CPA,1.0,uM,3114.97,1747.334,3424.1225,81.56282083280031
compound_exploration,4064,3,D10,treatment,FSK,2.5,uM,824745,1.0,uM,CPA,1.0,uM,3241.045,1747.334,3424.1225,89.08165818169675
compound_exploration,4064,3,D11,treatment,FSK,2.5,uM,1237561,1.0,uM,DMSO,0.1,pct,3280.231,1747.334,3424.1225,91.41862554520145
compound_exploration,4064,3,D12,treatment,FSK,2.5,uM,1237561,1.0,uM,DMSO,0.1,pct,3848.48,1747.334,3424.1225,125.30775348232648
compound_exploration,4064,3,D13,treatment,FSK,2.5,uM,1237561,1.0,uM,CPA,1.0,uM,2971.874,1747.334,3424.1225,73.02888825871598
compound_exploration,4064,3,D14,treatment,FSK,2.5,uM,1237561,1.0,uM,CPA,1.0,uM,3020.644,1747.334,3424.1225,75.93742442770808
compound_exploration,4064,3,D15,treatment,FSK,2.5,uM,1249141,1.0,uM,DMSO,0.1,pct,2846.467,1747.334,3424.1225,65.54988896930055
compound_exploration,4064,3,D16,treatment,FSK,2.5,uM,1249141,1.0,uM,DMSO,0.1,pct,2932.621,1747.334,3424.1225,70.68792516170048
compound_exploration,4064,3,D17,treatment,FSK,2.5,uM,1249141,1.0,uM,CPA,1.0,uM,2926.672,1747.334,3424.1225,70.33313980862823
compound_exploration,4064,3,D18,treatment,FSK,2.5,uM,1249141,1.0,uM,CPA,1.0,uM,2935.873,1747.334,3424.1225,70.88186733150901
compound_exploration,4064,3,D19,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1794.578,1747.334,3424.1225,2.8175288654472475
compound_exploration,4064,3,D20,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1744.459,1747.334,3424.1225,-0.1714587140834995
compound_exploration,4064,3,D21,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1785.528,1747.334,3424.1225,2.2778066524191907
compound_exploration,4064,3,D22,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1940.04,1747.334,3424.1225,11.492564506495597
compound_exploration,4064,3,E03,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1541.903,1747.334,3424.1225,-12.251455684482574
compound_exploration,4064,3,E04,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1649.956,1747.334,3424.1225,-5.807411012181928
compound_exploration,4064,3,E05,treatment,FSK,2.5,uM,DMSO,0.1,pct,CPA,0.1,uM,2999.189,1747.334,3424.1225,74.65789513704321
compound_exploration,4064,3,E06,treatment,FSK,2.5,uM,DMSO,0.1,pct,CPA,0.1,uM,3195.855,1747.334,3424.1225,86.3866253853721
compound_exploration,4064,3,E07,treatment,FSK,2.5,uM,824745,0.1,uM,DMSO,0.1,pct,3193.385,1747.334,3424.1225,86.23931998579428
compound_exploration,4064,3,E08,treatment,FSK,2.5,uM,824745,0.1,uM,DMSO,0.1,pct,3601.639,1747.334,3424.1225,110.58669593690558
compound_exploration,4064,3,E09,treatment,FSK,2.5,uM,824745,0.1,uM,CPA,1.0,uM,2968.873,1747.334,3424.1225,72.84991518011962
compound_exploration,4064,3,E10,treatment,FSK,2.5,uM,824745,0.1,uM,CPA,1.0,uM,3209.871,1747.334,3424.1225,87.22250898070926
compound_exploration,4064,3,E11,treatment,FSK,2.5,uM,1237561,0.1,uM,DMSO,0.1,pct,3138.754,1747.334,3424.1225,82.98124659132621
compound_exploration,4064,3,E12,treatment,FSK,2.5,uM,1237561,0.1,uM,DMSO,0.1,pct,3260.314,1747.334,3424.1225,90.23081921184453
compound_exploration,4064,3,E13,treatment,FSK,2.5,uM,1237561,0.1,uM,CPA,1.0,uM,3283.71,1747.334,3424.1225,91.62610549869588
compound_exploration,4064,3,E14,treatment,FSK,2.5,uM,1237561,0.1,uM,CPA,1.0,uM,3095.427,1747.334,3424.1225,80.3973190417277
compound_exploration,4064,3,E15,treatment,FSK,2.5,uM,1249141,0.1,uM,DMSO,0.1,pct,3357.016,1747.334,3424.1225,95.99791506203675
compound_exploration,4064,3,E16,treatment,FSK,2.5,uM,1249141,0.1,uM,DMSO,0.1,pct,3284.946,1747.334,3424.1225,91.69981783629837
compound_exploration,4064,3,E17,treatment,FSK,2.5,uM,1249141,0.1,uM,CPA,1.0,uM,3158.454,1747.334,3424.1225,84.15611151913316
compound_exploration,4064,3,E18,treatment,FSK,2.5,uM,1249141,0.1,uM,CPA,1.0,uM,3014.298,1747.334,3424.1225,75.5589628626389
compound_exploration,4064,3,E19,stim_only,FSK,2.5,uM,DMSO,0.1,pct,DMSO,0.1,pct,3074.706,1747.334,3424.1225,79.16156390624101
compound_exploration,4064,3,E20,stim_only,FSK,2.5,uM,DMSO,0.1,pct,DMSO,0.1,pct,3502.749,1747.334,3424.1225,104.68911255056913
compound_exploration,4064,3,E21,stim_only,FSK,2.5,uM,DMSO,0.1,pct,DMSO,0.1,pct,3310.694,1747.334,3424.1225,93.23537226072341
compound_exploration,4064,3,E22,stim_only,FSK,2.5,uM,DMSO,0.1,pct,DMSO,0.1,pct,3428.719,1747.334,3424.1225,100.27412521018603
compound_exploration,4064,3,F03,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1706.466,1747.334,3424.1225,-2.4372781659702563
compound_exploration,4064,3,F04,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1736.234,1747.334,3424.1225,-0.6619797308963019
compound_exploration,4064,3,F05,treatment,FSK,2.5,uM,DMSO,0.1,pct,CPA,0.1,uM,3137.377,1747.334,3424.1225,82.89912532200692
compound_exploration,4064,3,F06,treatment,FSK,2.5,uM,DMSO,0.1,pct,CPA,0.1,uM,3274.55,1747.334,3424.1225,91.07982312617246
compound_exploration,4064,3,F07,treatment,FSK,2.5,uM,824745,0.1,uM,DMSO,0.1,pct,3449.749,1747.334,3424.1225,101.52830843007331
compound_exploration,4064,3,F08,treatment,FSK,2.5,uM,824745,0.1,uM,DMSO,0.1,pct,3571.334,1747.334,3424.1225,108.7793719959315
compound_exploration,4064,3,F09,treatment,FSK,2.5,uM,824745,0.1,uM,CPA,1.0,uM,3088.126,1747.334,3424.1225,79.961903364676
compound_exploration,4064,3,F10,treatment,FSK,2.5,uM,824745,0.1,uM,CPA,1.0,uM,3090.221,1747.334,3424.1225,80.08684458415595
compound_exploration,4064,3,F11,treatment,FSK,2.5,uM,1237561,0.1,uM,DMSO,0.1,pct,3443.15,1747.334,3424.1225,101.1347584981648
compound_exploration,4064,3,F12,treatment,FSK,2.5,uM,1237561,0.1,uM,DMSO,0.1,pct,3824.756,1747.334,3424.1225,123.89290599261622
compound_exploration,4064,3,F13,treatment,FSK,2.5,uM,1237561,0.1,uM,CPA,1.0,uM,3495.174,1747.334,3424.1225,104.23735611259262
compound_exploration,4064,3,F14,treatment,FSK,2.5,uM,1237561,0.1,uM,CPA,1.0,uM,3147.417,1747.334,3424.1225,83.49788897049329
compound_exploration,4064,3,F15,treatment,FSK,2.5,uM,1249141,0.1,uM,DMSO,0.1,pct,3563.214,1747.334,3424.1225,108.29511294954612
compound_exploration,4064,3,F16,treatment,FSK,2.5,uM,1249141,0.1,uM,DMSO,0.1,pct,3483.824,1747.334,3424.1225,103.56046692829776
compound_exploration,4064,3,F17,treatment,FSK,2.5,uM,1249141,0.1,uM,CPA,1.0,uM,3156.478,1747.334,3424.1225,84.0382671994709
compound_exploration,4064,3,F18,treatment,FSK,2.5,uM,1249141,0.1,uM,CPA,1.0,uM,3209.357,1747.334,3424.1225,87.19185514452181
compound_exploration,4064,3,F19,stim_only,FSK,2.5,uM,DMSO,0.1,pct,DMSO,0.1,pct,3598.784,1747.334,3424.1225,110.41642997909398
compound_exploration,4064,3,F20,stim_only,FSK,2.5,uM,DMSO,0.1,pct,DMSO,0.1,pct,3379.233,1747.334,3424.1225,97.32288836666045
compound_exploration,4064,3,F21,stim_only,FSK,2.5,uM,DMSO,0.1,pct,DMSO,0.1,pct,3432.629,1747.334,3424.1225,100.50730906133957
compound_exploration,4064,3,F22,stim_only,FSK,2.5,uM,DMSO,0.1,pct,DMSO,0.1,pct,3419.526,1747.334,3424.1225,99.72587478981397
compound_exploration,4064,3,G03,stim_only,FSK,2.5,uM,DMSO,0.1,pct,DMSO,0.1,pct,3435.456,1747.334,3424.1225,100.67590516037056
compound_exploration,4064,3,G04,stim_only,FSK,2.5,uM,DMSO,0.1,pct,DMSO,0.1,pct,3648.614,1747.334,3424.1225,113.38818223049599
compound_exploration,4064,3,G05,treatment,FSK,2.5,uM,DMSO,0.1,pct,CPA,0.001,uM,3162.062,1747.334,3424.1225,84.37128475058124
compound_exploration,4064,3,G06,treatment,FSK,2.5,uM,DMSO,0.1,pct,CPA,0.001,uM,3354.609,1747.334,3424.1225,95.85436684471537
compound_exploration,4064,3,G07,treatment,FSK,2.5,uM,824745,0.001,uM,DMSO,0.1,pct,3576.264,1747.334,3424.1225,109.07338641695122
compound_exploration,4064,3,G08,treatment,FSK,2.5,uM,824745,0.001,uM,DMSO,0.1,pct,3395.507,1747.334,3424.1225,98.29343414509343
compound_exploration,4064,3,G09,treatment,FSK,2.5,uM,824745,0.001,uM,CPA,1.0,uM,3562.703,1747.334,3424.1225,108.26463802679945
compound_exploration,4064,3,G10,treatment,FSK,2.5,uM,824745,0.001,uM,CPA,1.0,uM,3076.575,1747.334,3424.1225,79.27302697984867
compound_exploration,4064,3,G11,treatment,FSK,2.5,uM,1237561,0.001,uM,DMSO,0.1,pct,3645.965,1747.334,3424.1225,113.23020166228478
compound_exploration,4064,3,G12,treatment,FSK,2.5,uM,1237561,0.001,uM,DMSO,0.1,pct,3662.657,1747.334,3424.1225,114.2256760468002
compound_exploration,4064,3,G13,treatment,FSK,2.5,uM,1237561,0.001,uM,CPA,1.0,uM,3358.4,1747.334,3424.1225,96.08045379605122
compound_exploration,4064,3,G14,treatment,FSK,2.5,uM,1237561,0.001,uM,CPA,1.0,uM,3180.813,1747.334,3424.1225,85.48955339328722
compound_exploration,4064,3,G15,treatment,FSK,2.5,uM,1249141,0.001,uM,DMSO,0.1,pct,3414.789,1747.334,3424.1225,99.443370466818
compound_exploration,4064,3,G16,treatment,FSK,2.5,uM,1249141,0.001,uM,DMSO,0.1,pct,3257.38,1747.334,3424.1225,90.055841866759
compound_exploration,4064,3,G17,treatment,FSK,2.5,uM,1249141,0.001,uM,CPA,1.0,uM,3126.373,1747.334,3424.1225,82.24287082121567
compound_exploration,4064,3,G18,treatment,FSK,2.5,uM,1249141,0.001,uM,CPA,1.0,uM,3363.08,1747.334,3424.1225,96.35955876367234
compound_exploration,4064,3,G19,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,798.145,1747.334,3424.1225,-56.607556647722724
compound_exploration,4064,3,G20,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,645.954,1747.334,3424.1225,-65.68389513644686
compound_exploration,4064,3,G21,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,816.795,1747.334,3424.1225,-55.495311424189765
compound_exploration,4064,3,G22,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,720.179,1747.334,3424.1225,-61.25727842241286
compound_exploration,4064,3,H03,stim_only,FSK,2.5,uM,DMSO,0.1,pct,DMSO,0.1,pct,3856.651,1747.334,3424.1225,125.7950540572052
compound_exploration,4064,3,H04,stim_only,FSK,2.5,uM,DMSO,0.1,pct,DMSO,0.1,pct,3371.418,1747.334,3424.1225,96.85681885342129
compound_exploration,4064,3,H05,treatment,FSK,2.5,uM,DMSO,0.1,pct,CPA,0.001,uM,3266.957,1747.334,3424.1225,90.62699320755122
compound_exploration,4064,3,H06,treatment,FSK,2.5,uM,DMSO,0.1,pct,CPA,0.001,uM,3375.416,1747.334,3424.1225,97.09525083217116
compound_exploration,4064,3,H07,treatment,FSK,2.5,uM,824745,0.001,uM,DMSO,0.1,pct,3274.51,1747.334,3424.1225,91.07743761362867
compound_exploration,4064,3,H08,treatment,FSK,2.5,uM,824745,0.001,uM,DMSO,0.1,pct,3712.69,1747.334,3424.1225,117.20953477436183
compound_exploration,4064,3,H09,treatment,FSK,2.5,uM,824745,0.001,uM,CPA,1.0,uM,3224.755,1747.334,3424.1225,88.11015819824624
compound_exploration,4064,3,H10,treatment,FSK,2.5,uM,824745,0.001,uM,CPA,1.0,uM,3500.349,1747.334,3424.1225,104.54598179794291
compound_exploration,4064,3,H11,treatment,FSK,2.5,uM,1237561,0.001,uM,DMSO,0.1,pct,3502.26,1747.334,3424.1225,104.65994965972156
compound_exploration,4064,3,H12,treatment,FSK,2.5,uM,1237561,0.001,uM,DMSO,0.1,pct,3325.165,1747.334,3424.1225,94.09839106124593
compound_exploration,4064,3,H13,treatment,FSK,2.5,uM,1237561,0.001,uM,CPA,1.0,uM,3508.263,1747.334,3424.1225,105.0179554547279
compound_exploration,4064,3,H14,treatment,FSK,2.5,uM,1237561,0.001,uM,CPA,1.0,uM,3287.919,1747.334,3424.1225,91.8771210561141
compound_exploration,4064,3,H15,treatment,FSK,2.5,uM,1249141,0.001,uM,DMSO,0.1,pct,3160.131,1747.334,3424.1225,84.25612413253073
compound_exploration,4064,3,H16,treatment,FSK,2.5,uM,1249141,0.001,uM,DMSO,0.1,pct,3469.363,1747.334,3424.1225,102.69804450591114
compound_exploration,4064,3,H17,treatment,FSK,2.5,uM,1249141,0.001,uM,CPA,1.0,uM,2884.105,1747.334,3424.1225,67.79453699736132
compound_exploration,4064,3,H18,treatment,FSK,2.5,uM,1249141,0.001,uM,CPA,1.0,uM,3232.176,1747.334,3424.1225,88.55273041292924
compound_exploration,4064,3,H19,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,780.974,1747.334,3424.1225,-57.63159754494977
compound_exploration,4064,3,H20,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,723.187,1747.334,3424.1225,-61.07788787912131
compound_exploration,4064,3,H21,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,650.467,1747.334,3424.1225,-65.41474968369596
compound_exploration,4064,3,H22,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,611.561,1747.334,3424.1225,-67.73501845939427
compound_exploration,4064,3,I03,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1711.818,1747.334,3424.1225,-2.1180965876137674
compound_exploration,4064,3,I04,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1842.589,1747.334,3424.1225,5.680799933921296
compound_exploration,4064,3,I05,treatment,FSK,2.5,uM,1823372,1.0,uM,DMSO,0.1,pct,3602.48,1747.334,3424.1225,110.63685133813836
compound_exploration,4064,3,I06,treatment,FSK,2.5,uM,1823372,1.0,uM,DMSO,0.1,pct,3512.724,1747.334,3424.1225,105.2839997411719
compound_exploration,4064,3,I07,treatment,FSK,2.5,uM,1823372,1.0,uM,CPA,1.0,uM,2994.397,1747.334,3424.1225,74.37211073429953
compound_exploration,4064,3,I08,treatment,FSK,2.5,uM,1823372,1.0,uM,CPA,1.0,uM,3433.94,1747.334,3424.1225,100.58549423496166
compound_exploration,4064,3,I09,treatment,FSK,2.5,uM,22755240,1.0,uM,DMSO,0.1,pct,3475.046,1747.334,3424.1225,103.03696620056733
compound_exploration,4064,3,I10,treatment,FSK,2.5,uM,22755240,1.0,uM,DMSO,0.1,pct,3634.583,1747.334,3424.1225,112.5514040679549
compound_exploration,4064,3,I11,treatment,FSK,2.5,uM,22755240,1.0,uM,CPA,1.0,uM,3226.545,1747.334,3424.1225,88.21690988457996
compound_exploration,4064,3,I12,treatment,FSK,2.5,uM,22755240,1.0,uM,CPA,1.0,uM,3421.919,1747.334,3424.1225,99.86858807774503
compound_exploration,4064,3,I13,treatment,FSK,2.5,uM,27070328,1.0,uM,DMSO,0.1,pct,3131.864,1747.334,3424.1225,82.57034205566177
compound_exploration,4064,3,I14,treatment,FSK,2.5,uM,27070328,1.0,uM,DMSO,0.1,pct,3195.892,1747.334,3424.1225,86.38883198447509
compound_exploration,4064,3,I15,treatment,FSK,2.5,uM,27070328,1.0,uM,CPA,1.0,uM,2599.517,1747.334,3424.1225,50.82233090219785
compound_exploration,4064,3,I16,treatment,FSK,2.5,uM,27070328,1.0,uM,CPA,1.0,uM,2708.085,1747.334,3424.1225,57.29708904849956
compound_exploration,4064,3,I17,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,727.228,1747.334,3424.1225,-60.83689147438691
compound_exploration,4064,3,I18,tox_ctrl,FSK,2.5,uM,staurosporin,1.0,uM,DMSO,0.1,pct,766.407,1747.334,3424.1225,-58.500341575577366
compound_exploration,4064,3,I19,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1703.689,1747.334,3424.1225,-2.6028923743215073
compound_exploration,4064,3,I20,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1718.684,1747.334,3424.1225,-1.7086233594755744
compound_exploration,4064,3,I21,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1712.031,1747.334,3424.1225,-2.1053937333181922
compound_exploration,4064,3,I22,solvent_ctrl,DMSO,0.1,pct,DMSO,0.1,pct,DMSO,0.1,pct,1691.46,1747.334,3424.1225,-3.3322031967657235
