QSPRID,qrySmiles,hitSmiles,anonIdx,mw,id,qry_molecule_chembl_id,target_id,provider,QSPRID,predictions,nn_max,nn_min,nn_mean,nn_sum,n_chiral_centers,logP,lipinski_violations,nn_index,nn_smiles,tsne1,tsne2
VS_set_ADORA1_03397,N#Cc1cccc(-c2nc(Nc3cccnc3)sc2-n2cncn2)c1,c1ccc(cc1)c2nc(c(o2)c3ccccc3)c4ccccc4,B26R4.9188,297.351,5843742,CHEMBL193977,ADORA1,emolecules,VS_set_ADORA1_03397,7.325971,0.2934293429342934,0.28611369990680335,0.2903994763657496,2.903994763657496,0,5.675600000000005,1,590,c1ccc(-c2nc(-c3ccccc3)c3nc(C4CCCCC4)nc-3[nH]2)cc1,-21.54464,-29.18469
VS_set_ADORA1_03425,O=C(Nc1ccc(-c2ccncc2Cl)c(-c2ccco2)n1)C1CC1,O=C(Nc1nc(c(s1)c2ccco2)c3ccco3)C4CCC4,B25R4.64509940,314.361,3223434,CHEMBL1079803,ADORA1,emolecules,VS_set_ADORA1_03425,7.204046,0.10516772438803264,0.09264305177111716,0.09947576982141557,0.9947576982141557,0,4.401700000000003,0,2068,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CCC1,19.946674,9.499142
VS_set_ADORA1_03427,O=C(Nc1ccc(-c2ccncc2Cl)c(-c2ccco2)n1)C1CC1,O=C(Nc1nc(c(s1)c2ccncc2)c3cccnc3)C4CCC4,B27R4.23345639,336.413,319286660,CHEMBL1079803,ADORA1,emolecules,VS_set_ADORA1_03427,7.207252,0.11239964317573595,0.0990990990990991,0.10539786337840873,1.0539786337840873,0,4.005700000000002,0,2068,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CCC1,30.04158,1.2845594
VS_set_ADORA1_03440,O=C(Nc1ccc(-c2ccncc2Cl)c(-c2ccco2)n1)C1CC1,CC(C)C(=O)Nc1nc(c(s1)c2ccccc2)c3ccccc3,B25R3.2047880,322.426,43831434,CHEMBL1079803,ADORA1,emolecules,VS_set_ADORA1_03440,7.0455437,0.1457378551787351,0.12735849056603774,0.1390031062013101,1.390031062013101,0,5.071600000000004,1,1956,O=C(Nc1nc(-c2ccccc2)c(-c2ncon2)s1)C1CC1,28.002153,4.6981916
VS_set_ADORA1_03443,O=C(Nc1ccc(-c2ccncc2Cl)c(-c2ccco2)n1)C1CC1,O=C(Nc1nc(c(s1)c2ccccc2)c3ccccc3)C4CCC4,B27R4.23345639,334.437,30640820,CHEMBL1079803,ADORA1,emolecules,VS_set_ADORA1_03443,7.4669447,0.12175470008952552,0.09981343283582089,0.11296420739054207,1.1296420739054207,0,5.215700000000003,1,1956,O=C(Nc1nc(-c2ccccc2)c(-c2ncon2)s1)C1CC1,27.5486,2.9578068
VS_set_ADORA1_03446,O=C(Nc1ccc(-c2ccncc2Cl)c(-c2ccco2)n1)C1CC1,C1CC1Nc2ncc(c(n2)[C@@H]3CCCO3)c4ccncc4,B24R4.6375489,282.341,323816,CHEMBL1079803,ADORA1,emolecules,VS_set_ADORA1_03446,7.193774,0.09683098591549295,0.08773500447627573,0.09403694409147761,0.9403694409147761,1,2.9644000000000013,0,2976,OC1CCC(Nc2ncc(-c3ccnc(C4CC4)c3)c(-c3ccccc3)n2)CC1,-10.769322,0.0086808875
VS_set_ADORA1_03447,O=C(Nc1ccc(-c2ccncc2Cl)c(-c2ccco2)n1)C1CC1,C1CC1Nc2ncc(c(n2)[C@H]3CCCO3)c4ccncc4,B24R4.6375489,282.341,323812,CHEMBL1079803,ADORA1,emolecules,VS_set_ADORA1_03447,7.193774,0.09683098591549295,0.08773500447627573,0.09403694409147761,0.9403694409147761,1,2.9644000000000013,0,2976,OC1CCC(Nc2ncc(-c3ccnc(C4CC4)c3)c(-c3ccccc3)n2)CC1,-10.769362,0.00859871
VS_set_ADORA1_04003,Cc1nc(N)c2nn(-c3ccccc3F)cc2n1,Nc1ncnc2c1[nH]c(c2)c3ccccc3,B18R3.5893,210.235,106084216,CHEMBL3800476,ADORA1,emolecules,VS_set_ADORA1_04003,7.36177,0.18482142857142858,0.16681859617137648,0.18025841433044545,1.8025841433044545,0,2.2070999999999996,0,1460,CCCn1c(=O)c2[nH]c(-c3ccccc3)cc2n(CCC)c1=O,-8.126156,-18.630602
VS_set_ADORA1_04044,Cc1nc(N)c2nn(-c3ccccc3F)cc2n1,Nc1nc(nc2c1[nH]c(c2)c3ccccc3)Cl,B19R3.95791,244.68,106084219,CHEMBL3800476,ADORA1,emolecules,VS_set_ADORA1_04044,7.1023417,0.18439716312056736,0.1649954421148587,0.17902968125915852,1.7902968125915852,0,2.860500000000001,0,1460,CCCn1c(=O)c2[nH]c(-c3ccccc3)cc2n(CCC)c1=O,-8.122871,-18.65782
VS_set_ADORA1_04058,Cc1cccc(-n2nc3c(NC4CCCCC4)nc4ccccc4n3c2=O)c1,Cc1cccc(c1)n2nc3nc(nc(c3c2N)c4ccccc4)NC5CCCCC5,B34R5.26947746,398.504,44628744,CHEMBL275421,ADORA1,emolecules,VS_set_ADORA1_04058,7.0689726,0.10278745644599303,0.08611599297012303,0.09876822915257553,0.9876822915257554,0,5.117720000000003,1,838,Cc1cccc(-n2nc3c(NC4CCCCC4)nc4ccccc4n3c2=O)c1,-12.45721,3.211195
VS_set_ADORA1_04072,Cc1cccc(-n2nc3c(NC4CCCCC4)nc4ccccc4n3c2=O)c1,O=c1c(nc2ccncc2n1Cc3ccccc3)NC4CCCCC4,B28R4.2752892,334.416,48457007,CHEMBL275421,ADORA1,emolecules,VS_set_ADORA1_04072,7.258072,0.0870712401055409,0.0778175313059034,0.0841766739574914,0.841766739574914,0,3.5844000000000023,0,843,O=c1n(-c2ccccc2)nc2c(NC3CCCCC3)nc3ccccc3n12,-1.6920226,4.606982
VS_set_ADORA1_04089,Cc1cccc(-n2nc3c(NC4CCCCC4)nc4ccccc4n3c2=O)c1,Cc1cccc(c1)c2nnn3c2nc(c4c3cccc4)NC5CCCC5,B30R5.1285126,343.426,5506559,CHEMBL275421,ADORA1,emolecules,VS_set_ADORA1_04089,7.41584,0.09035087719298246,0.08148804251550044,0.0873181988580332,0.873181988580332,0,4.607420000000003,0,836,Cc1cccc(-n2nc3c(NC4CCCC4)nc4ccccc4n3c2=O)c1,-13.639569,1.8794177
VS_set_ADORA1_04097,Cc1cccc(-n2nc3c(NC4CCCCC4)nc4ccccc4n3c2=O)c1,Brc1cccc(c1)c2nnn3c2nc(c4c3cccc4)NC5CCCCC5,B31R5.9861,422.321,5507433,CHEMBL275421,ADORA1,emolecules,VS_set_ADORA1_04097,7.028297,0.09666080843585237,0.09252669039145907,0.09543156161399598,0.9543156161399597,0,5.4516000000000036,1,843,O=c1n(-c2ccccc2)nc2c(NC3CCCCC3)nc3ccccc3n12,-13.942556,1.7021881
VS_set_ADORA1_04098,Cc1cccc(-n2nc3c(NC4CCCCC4)nc4ccccc4n3c2=O)c1,Fc1cccc(c1)c2nnn3c2nc(c4c3cccc4)NC5CCCCC5,B31R5.9861,361.416,5657123,CHEMBL275421,ADORA1,emolecules,VS_set_ADORA1_04098,7.0990124,0.0956140350877193,0.08841732979664015,0.09377043170652409,0.9377043170652409,0,4.828200000000003,0,837,O=c1n(-c2cccc(F)c2)nc2c(NC3CCCCC3)nc3ccccc3n12,-13.875164,1.4639513
VS_set_ADORA1_04100,Cc1cccc(-n2nc3c(NC4CCCCC4)nc4ccccc4n3c2=O)c1,C1CCC(C1)Nc2nc3ccccc3c4n2nc(n4)c5ccccc5,B29R5.645602683,329.399,320290510,CHEMBL275421,ADORA1,emolecules,VS_set_ADORA1_04100,7.0608664,0.09812667261373774,0.08699551569506726,0.0940986833983664,0.940986833983664,0,4.299000000000003,0,2361,Cn1cc2c(nc(NC3CCCC3)n3nc(-c4ccco4)nc23)n1,-16.289396,3.5123928
VS_set_ADORA1_04105,Cc1cccc(-n2nc3c(NC4CCCCC4)nc4ccccc4n3c2=O)c1,OC1CCC(CC1)Nc2nc3ccccc3nc2NS(=O)(=O)c4cccc(c4)Cl,B32R4.72095622,432.926,27363700,CHEMBL275421,ADORA1,emolecules,VS_set_ADORA1_04105,7.269397,0.09929701230228472,0.09195402298850575,0.09578495036065729,0.9578495036065728,0,3.799400000000002,0,2220,OC1C(O)C(n2cnc3c(NC4CC4)nc(Cl)nc32)C2CC12,-7.4338408,3.0729897
VS_set_ADORA1_04276,N#Cc1cccc(OCC(=O)Nc2cc(-c3nccs3)nc(-c3ccccn3)n2)c1,Cc1cccc(c1)OCC(=O)Nc2nc(c(s2)c3ccco3)c4ccco4,B30R4.40626923,380.419,11756882,CHEMBL255911,ADORA1,emolecules,VS_set_ADORA1_04276,7.2339163,0.11458333333333333,0.10798946444249341,0.11290870339100467,1.1290870339100467,0,4.989020000000004,0,1632,COc1ccccc1CC(=O)Nc1nc(N)nc(-c2ccco2)c1[N+](=O)[O-],22.11911,13.145564
VS_set_ADORA1_04277,N#Cc1cccc(OCC(=O)Nc2cc(-c3nccs3)nc(-c3ccccn3)n2)c1,O=C(COc1ccccc1)Nc2nc(c(s2)c3ccco3)c4ccco4,B29R4.10369343,366.392,3679443,CHEMBL255911,ADORA1,emolecules,VS_set_ADORA1_04277,7.0365357,0.1172291296625222,0.10729991204925242,0.11341724791066947,1.1341724791066947,0,4.680600000000003,0,238,O=C(COc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,22.623814,12.651756
VS_set_ADORA1_04278,N#Cc1cccc(OCC(=O)Nc2cc(-c3nccs3)nc(-c3ccccn3)n2)c1,O=C(NCc1ccccc1)c2cc(n(n2)c3ccccn3)c4cccs4,B29R4.10369367,360.434,322487692,CHEMBL255911,ADORA1,emolecules,VS_set_ADORA1_04278,7.1783757,0.1020052310374891,0.09844559585492228,0.10045423955695769,1.004542395569577,0,3.9258000000000033,0,327,O=C(NCc1ccccc1)OCC1OC(n2cnc3c(NC4CCOC4)ncnc32)C(O)C1O,7.134333,8.94327
VS_set_ADORA1_04297,N#Cc1cccc(OCC(=O)Nc2cc(-c3nccs3)nc(-c3ccccn3)n2)c1,O=C(CCc1ccccc1)Nc2nc(c(s2)c3ccco3)c4ccco4,B29R4.10369343,364.419,11769995,CHEMBL255911,ADORA1,emolecules,VS_set_ADORA1_04297,7.443551,0.09523809523809523,0.08310991957104558,0.09106470612916341,0.9106470612916341,0,5.2344000000000035,1,1477,O=C(c1ccccc1)c1sc(NCCCc2ccccc2)nc1-c1ccco1,17.472517,8.379801
VS_set_ADORA1_04300,N#Cc1cccc(OCC(=O)Nc2cc(-c3nccs3)nc(-c3ccccn3)n2)c1,CCOC(=O)c1sc(nc1c2ccccc2)NC(=O)COc3ccccc3,B29R3.188502,382.435,6184910,CHEMBL255911,ADORA1,emolecules,VS_set_ADORA1_04300,7.005188,0.13082437275985664,0.10164835164835165,0.12501415238568686,1.2501415238568685,0,4.004300000000002,0,1949,CCOC(=O)c1sc(NC(=O)c2ccco2)nc1-c1ccccc1,26.43301,-10.030162
VS_set_ADORA1_04486,Nc1nc(-c2ccccc2)nc2nn(Cc3ccccc3)cc12,Nc1n(nc2c1c(=O)nc([nH]2)c3ccccc3)c4ccccc4,B26R4.3027768,303.319,5798841,CHEMBL1094987,ADORA1,emolecules,VS_set_ADORA1_04486,7.0610104,0.15521855486173058,0.1447721179624665,0.15169338541822264,1.5169338541822264,0,2.3579999999999997,0,255,Cc1nc2nc(-c3ccccc3)[nH]c(NC(C)c3ccccc3)c-2c1C,-11.542641,3.5538986
VS_set_ADORA1_04657,Cc1nc-2nc(-c3ccccc3)[nH]c(NC(C)c4ccccc4)c2c1C,Cc1cc2c(nc(nc2[nH]1)c3ccccc3)Nc4ccccc4,B26R4.16521519,300.358,179137269,CHEMBL81336,ADORA1,emolecules,VS_set_ADORA1_04657,7.109311,0.14910714285714285,0.1302367941712204,0.14245896529410468,1.4245896529410467,0,4.676920000000003,0,254,Cc1[nH]c2nc(-c3ccccc3)nc(NCc3ccncc3)c2c1C,-25.399822,-4.2669344
VS_set_ADORA1_04687,Cc1nc-2nc(-c3ccccc3)[nH]c(NC(C)c4ccccc4)c2c1C,CCC(C)Nc1cc(nc(n1)c2ccccc2)NCc3ccccc3,B27R3.2171536,332.443,184234418,CHEMBL81336,ADORA1,emolecules,VS_set_ADORA1_04687,7.039092,0.13220940550133098,0.12266666666666666,0.1287317309963873,1.2873173099638728,1,4.9661000000000035,0,255,Cc1nc2nc(-c3ccccc3)[nH]c(NC(C)c3ccccc3)c-2c1C,-17.568455,-5.497392
VS_set_ADORA1_04696,Cc1nc-2nc(-c3ccccc3)[nH]c(NC(C)c4ccccc4)c2c1C,Cc1cc2c(nc(nc2[nH]1)c3ccccc3)Nc4ccc(cc4)F,B27R4.10557294,318.348,179137839,CHEMBL81336,ADORA1,emolecules,VS_set_ADORA1_04696,7.1285343,0.14742451154529307,0.1286231884057971,0.1400026842733306,1.400026842733306,0,4.816020000000002,0,254,Cc1[nH]c2nc(-c3ccccc3)nc(NCc3ccncc3)c2c1C,-25.68241,-4.0307465
VS_set_ADORA1_04697,Cc1nc-2nc(-c3ccccc3)[nH]c(NC(C)c4ccccc4)c2c1C,Cc1cc2c(nc(nc2[nH]1)c3ccccc3)Nc4ccc(cc4)O,B27R4.10557294,316.357,179137761,CHEMBL81336,ADORA1,emolecules,VS_set_ADORA1_04697,7.177848,0.13930789707187222,0.12724014336917563,0.1347023931629726,1.3470239316297261,0,4.382520000000002,0,256,Cc1[nH]c2nc(-c3ccccc3)nc(NC3CCC(O)CC3)c2c1C,-25.87628,-4.650635
VS_set_ADORA1_04701,Cc1nc-2nc(-c3ccccc3)[nH]c(NC(C)c4ccccc4)c2c1C,Cc1cc2c(nc(nc2[nH]1)c3ccccc3)Nc4cccc(c4)O,B27R4.11062876,316.357,179137758,CHEMBL81336,ADORA1,emolecules,VS_set_ADORA1_04701,7.2074914,0.13857016769638128,0.12578616352201258,0.13358929035903339,1.3358929035903337,0,4.382520000000002,0,254,Cc1[nH]c2nc(-c3ccccc3)nc(NCc3ccncc3)c2c1C,-25.664228,-5.0259895
VS_set_ADORA1_04705,Cc1nc-2nc(-c3ccccc3)[nH]c(NC(C)c4ccccc4)c2c1C,Cc1cc2c(nc(nc2[nH]1)c3ccccc3)Nc4ccccc4O,B27R4.14544716,316.357,179137755,CHEMBL81336,ADORA1,emolecules,VS_set_ADORA1_04705,7.149742,0.12886142983230361,0.11494252873563218,0.12421077886104115,1.2421077886104115,0,4.382520000000002,0,257,Cc1[nH]c2nc(-c3ccccc3)nc(NC3Cc4ccccc4C3O)c2c1C,-25.060524,-5.057887
VS_set_ADORA1_04798,N#Cc1c(N)nc(SCC2=NCCN2)c(C#N)c1-c1ccc(OCC2CC2)cc1,CCCCOc1ccc(cc1)c2c(c(nc(c2C#N)SCc3ccc(cc3)Cl)N)C#N,B33R3.954818808,448.97,1326172,CHEMBL4209957,ADORA1,emolecules,VS_set_ADORA1_04798,7.623241,0.08659981768459435,0.0669683257918552,0.07604207382393804,0.7604207382393804,0,6.1987600000000045,1,3242,N#Cc1c(N)nc(SCc2cccnc2)c(C#N)c1-c1ccc(OCC2CC2)cc1,13.737971,-12.860323
VS_set_ADORA1_04800,N#Cc1c(N)nc(SCC2=NCCN2)c(C#N)c1-c1ccc(OCC2CC2)cc1,CCCC(=O)Oc1ccc(cc1)c2c(c(nc(c2C#N)SCc3ccccc3)N)C#N,B33R3.549616622,428.508,6775285,CHEMBL4209957,ADORA1,emolecules,VS_set_ADORA1_04800,7.864601,0.10205908683974933,0.0819081908190819,0.09282492809343974,0.9282492809343974,0,5.071960000000004,1,3235,N#Cc1c(N)nc(SCc2cccc(C(N)=O)c2)c(C#N)c1-c1ccc(OCC2CC2)cc1,14.030974,-12.40221
VS_set_ADORA1_04801,N#Cc1c(N)nc(SCC2=NCCN2)c(C#N)c1-c1ccc(OCC2CC2)cc1,CCCCOc1ccc(cc1)c2c(c(nc(c2C#N)SCC(=O)c3ccccc3)N)C#N,B34R3.3291645305,442.535,4397153,CHEMBL4209957,ADORA1,emolecules,VS_set_ADORA1_04801,7.0056157,0.09467989179440937,0.08083560399636694,0.08926402974528233,0.8926402974528234,0,5.228060000000005,1,3486,N#Cc1c(N)nc(SCC(=O)c2ccccc2)c(C#N)c1-c1ccco1,13.850169,-13.30152
VS_set_ADORA1_04803,N#Cc1c(N)nc(SCC2=NCCN2)c(C#N)c1-c1ccc(OCC2CC2)cc1,CN(C)c1ccc(cc1Br)c2c(c(nc(c2C#N)SCc3ccco3)N)C#N,B30R3.3478769911,454.344,22995498,CHEMBL4209957,ADORA1,emolecules,VS_set_ADORA1_04803,7.52384,0.10904255319148937,0.10320284697508897,0.10687042455358901,1.0687042455358902,0,4.7879600000000035,0,3480,COC(=O)c1ccc(CSc2nc(N)c(C#N)c(-c3ccco3)c2C#N)o1,12.649253,-12.653443
VS_set_ADORA1_04821,Cc1cccnc1CNC(=O)c1c(N)nc(-c2ccco2)nc1OCCF,O=C(NCc1ccccn1)c2nc(n3c2cccc3)c4cccs4,B27R4.5148084,334.397,321499672,CHEMBL4759461,ADORA1,emolecules,VS_set_ADORA1_04821,7.14722,0.11267605633802817,0.09211691762621789,0.10609796612161619,1.060979661216162,0,3.387800000000002,0,1777,CCc1c(C(=O)NCc2ccccn2)nc(N)nc1-c1ccc(C)o1,8.124106,7.1476417
VS_set_ADORA1_04823,Cc1cccnc1CNC(=O)c1c(N)nc(-c2ccco2)nc1OCCF,O=C(NCc1ccccc1)c2nc(n3c2cccc3)c4ccco4,B27R4.5148084,317.342,321498394,CHEMBL4759461,ADORA1,emolecules,VS_set_ADORA1_04823,7.022406,0.1054481546572935,0.10175438596491228,0.10318312679453281,1.031831267945328,0,3.524300000000002,0,2006,O=C(COc1ccc2[nH]c(=O)c(-c3ccco3)c(CCc3ccccc3)c2c1)NCc1ccccc1,9.736513,8.413651
VS_set_ADORA1_04826,Cc1cccnc1CNC(=O)c1c(N)nc(-c2ccco2)nc1OCCF,COc1ccccc1CNC(=O)c2nc(n3c2cccc3)c4ccco4,B29R4.17057066,347.368,321496859,CHEMBL4759461,ADORA1,emolecules,VS_set_ADORA1_04826,7.0346413,0.10086956521739131,0.08594449418084155,0.09699046060430558,0.9699046060430557,0,3.5329000000000015,0,1643,COc1ccccc1CNC(=O)c1cc(-c2ccco2)nc(N)n1,9.37362,8.797641
VS_set_ADORA1_04841,Cc1cccnc1CNC(=O)c1c(N)nc(-c2ccco2)nc1OCCF,O=C(NCc1ccccc1)c2nc(n3c2cccc3)c4cccs4,B27R4.5148084,333.409,321500183,CHEMBL4759461,ADORA1,emolecules,VS_set_ADORA1_04841,7.1320577,0.11365638766519824,0.10945709281961472,0.11218755851848221,1.121875585184822,0,3.9928000000000026,0,2001,Cn1c(=O)c(S(C)(=O)=O)c(CCc2ccccc2)c2cc(OCC(=O)NCc3ccccc3)ccc21,8.101748,7.920446
VS_set_ADORA1_04846,Cc1cccnc1CNC(=O)c1c(N)nc(-c2ccco2)nc1OCCF,COc1ccccc1CNC(=O)c2nc(n3c2cccc3)c4cccs4,B29R4.17057066,363.435,321502743,CHEMBL4759461,ADORA1,emolecules,VS_set_ADORA1_04846,7.142396,0.10243055555555555,0.09643788010425716,0.10058859432797837,1.0058859432797838,0,4.001400000000003,0,3088,CNC(=O)C1[Se]C(n2cnc3c(NCc4ccccc4OC)ncnc32)C(O)C1O,8.438009,8.312792
VS_set_ADORA1_04853,Cc1cccnc1CNC(=O)c1c(N)nc(-c2ccco2)nc1OCCF,O=C(NCc1ccccn1)c2cc(n3c2cccc3)c4cc[nH]n4,B27R4.5148084,317.345,44306092,CHEMBL4759461,ADORA1,emolecules,VS_set_ADORA1_04853,7.0130825,0.1022530329289428,0.09482001755926252,0.09894667345494595,0.9894667345494595,0,2.6544,0,1777,CCc1c(C(=O)NCc2ccccn2)nc(N)nc1-c1ccc(C)o1,7.70496,6.3496056
VS_set_ADORA1_04866,Cc1cccnc1CNC(=O)c1c(N)nc(-c2ccco2)nc1OCCF,Fc1ccccc1CNC(=O)c2nc(n3c2cccc3)c4cccs4,B28R4.18665549,351.399,321501719,CHEMBL4759461,ADORA1,emolecules,VS_set_ADORA1_04866,7.120097,0.10751748251748251,0.09877622377622378,0.10458978019491941,1.045897801949194,0,4.131900000000003,0,1475,O=C(c1ccccc1)c1sc(NC2CCN(Cc3ccccc3F)CC2)nc1-c1ccco1,8.379495,7.568429
VS_set_ADORA1_04883,NC(=O)c1ncn(C2C(O)C(O)C3(CO)CC23)n1,NC(=O)c1ncnn1[C@@H]2O[C@@H]([C@H]([C@H]2O)O)CO,B18R2.16856,244.205,317440538,CHEMBL4473739,ADORA1,emolecules,VS_set_ADORA1_04883,7.3013783,0.06500445235975066,0.04375569735642662,0.06034856665563337,0.6034856665563337,4,-3.0114999999999985,1,3412,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,-1.0294764,8.392177
VS_set_ADORA1_04921,NC(=O)c1ncn(C2C(O)C(O)C3(CO)CC23)n1,Nc1c(ncn1[C@@H]2O[C@@H]([C@H]([C@H]2O)O)CO)C(=N)O,B19R2.285698,258.232,316214716,CHEMBL4473739,ADORA1,emolecules,VS_set_ADORA1_04921,7.027113,0.060552092609082814,0.05063291139240506,0.056655525914467,0.56655525914467,4,-2.039829999999998,2,3761,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-1.109296,8.16209
VS_set_ADORA1_05055,c1ccc(Nc2nc-3ncnc3c(NC4CCCCCC4)[nH]2)cc1,C=CCNc1cc(nc(n1)c2ccccc2)NC3CCCCCC3,B26R3.876212,322.448,184233722,CHEMBL187458,ADORA1,emolecules,VS_set_ADORA1_05055,7.3383403,0.13016157989228008,0.12286995515695068,0.1263475547096311,1.263475547096311,0,4.876200000000003,0,3197,CCn1c(-c2ccccc2)nc2c(NC3CCCCC3)ncnc21,-19.072006,-2.0800736
VS_set_ADORA1_05056,c1ccc(Nc2nc-3ncnc3c(NC4CCCCCC4)[nH]2)cc1,Cc1cc2c(nc(nc2[nH]1)c3ccccc3)NC4CCCCC4,B26R4.16521519,306.405,179137425,CHEMBL187458,ADORA1,emolecules,VS_set_ADORA1_05056,7.046763,0.09637488947833775,0.07363636363636364,0.08952097600211283,0.8952097600211283,0,4.677920000000003,0,3904,OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,-21.460545,-3.052632
VS_set_ADORA1_05074,c1ccc(Nc2nc-3ncnc3c(NC4CCCCCC4)[nH]2)cc1,C1CCC(CC1)Nc2nc(nc3c2cccc3)c4ccccc4,B26R4.1586332,303.402,1860185,CHEMBL187458,ADORA1,emolecules,VS_set_ADORA1_05074,7.1426272,0.10891089108910891,0.09727272727272727,0.10531679048180771,1.053167904818077,0,5.041400000000004,1,3904,OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,-19.39124,0.42179814
VS_set_ADORA1_05075,c1ccc(Nc2nc-3ncnc3c(NC4CCCCCC4)[nH]2)cc1,C1CCC(CC1)Nc2nc(nc3c2cccc3)c4ccccc4,B26R4.1586332,303.402,300054275,CHEMBL187458,ADORA1,emolecules,VS_set_ADORA1_05075,7.1426272,0.10891089108910891,0.09727272727272727,0.10531679048180771,1.053167904818077,0,5.041400000000004,1,3904,OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,-19.334091,-0.07419245
VS_set_ADORA1_05093,c1ccc(Nc2nc-3ncnc3c(NC4CCCCCC4)[nH]2)cc1,O[C@H]1CC[C@@H](CC1)Nc2cc(nc3n2ncc3)c4ccccc4,B26R4.22900816,308.378,43056228,CHEMBL187458,ADORA1,emolecules,VS_set_ADORA1_05093,7.507682,0.08970976253298153,0.07706093189964158,0.0850773871243187,0.8507738712431869,0,3.1117000000000017,0,2976,OC1CCC(Nc2ncc(-c3ccnc(C4CC4)c3)c(-c3ccccc3)n2)CC1,-7.2452784,-3.3024812
VS_set_ADORA1_05237,Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,O=C(NCc1ccco1)c2csc(n2)c3ccco3,B21R3.41035,274.297,29589058,CHEMBL4284595,ADORA1,emolecules,VS_set_ADORA1_05237,7.0901604,0.13220940550133098,0.1154903758020165,0.12401234226960582,1.2401234226960582,0,2.926100000000001,0,1649,Nc1nc(C(=O)NCc2ccco2)cc(-c2ccco2)n1,21.39775,17.598665
VS_set_ADORA1_05277,Cc1ccc2c(S)cc(-c3ccccc3)nc2n1,O=Cc1ccc2ccc(nc2n1)c3ccccc3,B20R3.3321,234.253,317483462,CHEMBL329293,ADORA1,emolecules,VS_set_ADORA1_05277,7.054675,0.20233463035019456,0.1671794871794872,0.18704599294275273,1.8704599294275273,0,3.109300000000001,0,3864,Cc1ccc2c(O)cc(-c3ccccc3)nc2n1,-5.118709,-10.605891
VS_set_ADORA1_05295,Cc1ccc2c(S)cc(-c3ccccc3)nc2n1,Nc1cc2ccc(nc2nc1Cl)c3ccccc3,B20R3.11910,255.703,317481671,CHEMBL329293,ADORA1,emolecules,VS_set_ADORA1_05295,7.320216,0.22684310018903592,0.19571865443425077,0.21810668722988838,2.1810668722988837,0,3.532400000000001,0,3922,Oc1cc(-c2ccccc2)nc2nc(Cl)ccc12,-4.6236362,-12.367436
VS_set_ADORA1_05303,Cc1ccc2c(S)cc(-c3ccccc3)nc2n1,Brc1ccc2ccc(nc2c1)c3ccccc3,B19R3.4010,284.151,29936537,CHEMBL329293,ADORA1,emolecules,VS_set_ADORA1_05303,7.0684805,0.29232283464566927,0.261139896373057,0.28525501658458063,2.8525501658458063,0,4.6643000000000026,0,3873,Oc1cc(-c2ccccc2)nc2nc(Br)ccc12,-1.2151802,-12.36024
VS_set_ADORA1_05306,Cc1ccc2c(S)cc(-c3ccccc3)nc2n1,Oc1ccc2ccc(nc2c1)c3ccccc3,B19R3.4010,221.254,44457122,CHEMBL329293,ADORA1,emolecules,VS_set_ADORA1_05306,7.2085466,0.26461843409316155,0.24083769633507854,0.25250871928369956,2.525087192836996,0,3.607400000000002,0,3859,Oc1cc(-c2ccccc2)nc2ncccc12,-1.2124343,-12.353157
VS_set_ADORA1_05324,Cc1ccc2c(S)cc(-c3ccccc3)nc2n1,c1cc2ccc(nc2[nH]1)c3ccccc3,B17R3.1941,194.232,316757800,CHEMBL329293,ADORA1,emolecules,VS_set_ADORA1_05324,7.1410213,0.23809523809523808,0.2252336448598131,0.23209129952543198,2.3209129952543197,0,3.2299000000000007,0,1836,c1coc(-c2nc3[nH]ccc3cc2-c2ccncn2)c1,-5.606565,-13.98629
VS_set_ADORA1_05342,Cc1ccc2c(S)cc(-c3ccccc3)nc2n1,Brc1cc2ccc(nc2[nH]1)c3ccccc3,B18R3.151,273.128,53990855,CHEMBL329293,ADORA1,emolecules,VS_set_ADORA1_05342,7.3626537,0.22439478584729983,0.21464393179538616,0.22124792005743119,2.212479200574312,0,3.9924000000000017,0,3873,Oc1cc(-c2ccccc2)nc2nc(Br)ccc12,-5.915705,-13.1286
VS_set_ADORA1_05344,Cc1ccc2c(S)cc(-c3ccccc3)nc2n1,Nc1cc2ccc(nc2[nH]1)c3ccccc3,B18R3.151,209.247,50274454,CHEMBL329293,ADORA1,emolecules,VS_set_ADORA1_05344,7.0032854,0.2089009990917348,0.1895734597156398,0.2034231898061943,2.034231898061943,0,2.812100000000001,0,3806,N=c1nc(N)c2c(C(F)(F)F)cc(-c3ccccc3)nc2[nH]1,-5.33951,-12.996613
