QSPRID,qrySmiles,hitSmiles,anonIdx,mw,id,qry_molecule_chembl_id,target_id,provider,QSPRID,predictions,nn_max,nn_min,nn_mean,nn_sum,n_chiral_centers,logP,lipinski_violations,nn_index,nn_smiles,tsne1,tsne2
VS_set_NR3C2_04060,CCC(=C1c2ccccc2OCc2cccc(OC)c21)c1cccc(NS(C)(=O)=O)c1,CS(=O)(=O)Nc1cccc(c1)C(=O)Nc2cccc(c2)OCc3cccc(c3)C#N,B32R3.1128955287,421.471,29621039,CHEMBL3120317,NR3C2,emolecules,VS_set_NR3C2_04060,7.133828,0.14147627416520211,0.1266490765171504,0.1360035929299231,1.3600359292992308,0,3.7610800000000024,0,451,CCC(=C1c2ccccc2COc2ccccc21)c1cccc(NS(C)(=O)=O)c1,-336.90097,26.432554
VS_set_NR3C2_04083,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,CCOC(=O)C1=C(N=C2SCCC(=O)N2C1c3cccc4c3cccc4)C,B30R4.257824358,380.462,4863756,CHEMBL2181926,NR3C2,emolecules,VS_set_NR3C2_04083,7.0513906,0.10539845758354756,0.08391608391608392,0.09898597269405629,0.9898597269405629,1,4.053100000000003,0,325,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,57.77001,122.492226
VS_set_NR3C2_04088,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,CCCCOc1ccccc1C2C(=C(NC3=C2C(=O)CCC3)C)C(=O)OCC,B30R3.2075055777,383.482,1215904,CHEMBL2181926,NR3C2,emolecules,VS_set_NR3C2_04088,7.0459867,0.09523809523809523,0.07705779334500876,0.08946075194110534,0.8946075194110534,1,4.396500000000003,0,325,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,84.174446,84.14637
VS_set_NR3C2_04092,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,CCOC(=O)C1=C(OC(=C(C1c2cccc3c2cccc3)C#N)N)C,B27R3.44145050,334.369,2346081,CHEMBL2181926,NR3C2,emolecules,VS_set_NR3C2_04092,7.128917,0.10479573712255773,0.08969804618117229,0.09928554753832011,0.9928554753832012,1,3.484580000000001,0,769,CCCC1=C(C(=O)OCC)C(c2ccnc3ccccc23)C(C#N)=C(C)N1,165.27328,124.92496
VS_set_NR3C2_04094,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,CCOC(=O)C1=C(OC(=C(C1c2ccccc2OCC=C)C#N)N)C,B26R2.930032286,340.374,1307215,CHEMBL2181926,NR3C2,emolecules,VS_set_NR3C2_04094,7.259449,0.10227272727272728,0.08626760563380281,0.09718135475513047,0.9718135475513047,1,2.89618,0,196,CCOC(=O)C1=C(c2ccccc2)NC(C)=C(C#N)C1c1ccccc1Cl,140.86182,156.99786
VS_set_NR3C2_04095,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,CCOC(=O)C1=C(N=C2SCC(=O)N2C1c3cccc(c3OC)OC)C,B28R3.476756052,376.429,1342852,CHEMBL2181926,NR3C2,emolecules,VS_set_NR3C2_04095,7.0765224,0.09956709956709957,0.08129370629370629,0.09442691885241292,0.9442691885241291,1,2.527,0,325,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,68.94681,114.66201
VS_set_NR3C2_04098,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,CCCCOc1ccccc1C2C(=C(OC3=C2C(=O)CCC3)N)C(=O)OCC,B30R3.2075055777,385.454,27511260,CHEMBL2181926,NR3C2,emolecules,VS_set_NR3C2_04098,7.1237955,0.10353753235547886,0.09051348999129678,0.10026254209245303,1.0026254209245302,1,3.719800000000002,0,325,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,87.6405,97.327126
VS_set_NR3C2_04099,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,CCCOc1c(cccc1C2N3C(=O)CSC3=NC(=C2C(=O)OCC)C)OC,B30R3.17135142708,404.482,54853124,CHEMBL2181926,NR3C2,emolecules,VS_set_NR3C2_04099,7.1419888,0.10309278350515463,0.09019947961838681,0.09928040403751628,0.9928040403751628,1,3.3072000000000017,0,325,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,72.20633,124.40405
VS_set_NR3C2_04102,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,CCCCOc1ccccc1C2C(=C(OC(=C2C(=O)OCC)C)N)C#N,B27R2.1339845541,356.416,6460323,CHEMBL2181926,NR3C2,emolecules,VS_set_NR3C2_04102,7.4241786,0.09824561403508772,0.08289241622574955,0.09148866063680007,0.9148866063680007,1,3.5102800000000016,0,196,CCOC(=O)C1=C(c2ccccc2)NC(C)=C(C#N)C1c1ccccc1Cl,136.07664,140.70023
VS_set_NR3C2_04103,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,CCOC(=O)C1=C(OC(=C(C1c2coc3ccccc3c2=O)C#N)N)C,B28R3.935183504,352.341,43356737,CHEMBL2181926,NR3C2,emolecules,VS_set_NR3C2_04103,7.2133207,0.10438596491228071,0.08947368421052632,0.09681049934002162,0.9681049934002162,1,2.437780000000001,0,325,CCOC(=O)C1=C(C)NC(C)=C(C(C)=O)C1c1cccc2c(=O)cc(C)oc12,162.77626,158.63591
VS_set_NR3C2_04197,CC1CN(c2cc3c(cn2)OCC(=O)N3)C(c2ccccc2F)CO1,CCC(C)N(C(=O)c1ccccc1F)c2ccc3c(c2)N(C(=O)CO3)C,B28R3.686764670,356.391,323064610,CHEMBL4069468,NR3C2,emolecules,VS_set_NR3C2_04197,7.046834,0.11605584642233857,0.11294526498696786,0.11459666411344474,1.1459666411344474,1,3.6262000000000034,0,798,CC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2F)CO1,-220.67314,-220.273
VS_set_NR3C2_04211,CC1CN(c2cc3c(cn2)OCC(=O)N3)C(c2ccccc2F)CO1,CC(=O)Nc1cccc(c1)CN2CCNCC2c3ccccc3Cl,B26R3.2741530,343.851,302721678,CHEMBL4069468,NR3C2,emolecules,VS_set_NR3C2_04211,7.3705487,0.10782608695652174,0.10184372256365233,0.10492616411614368,1.0492616411614368,1,3.4449000000000023,0,107,O=c1[nH]c(N2CCC(c3ccccc3)CC2)c(Cc2cccc(Cl)c2)c(=O)[nH]1,94.520256,-82.11844
VS_set_NR3C2_04221,CC1CN(c2cc3c(cn2)OCC(=O)N3)C(c2ccccc2F)CO1,Cc1ccccc1CCC(=O)Nc2ccc3c(c2)NC(=O)CO3,B25R3.11107213,310.348,180789868,CHEMBL4069468,NR3C2,emolecules,VS_set_NR3C2_04221,7.0536804,0.1137357830271216,0.10615521855486174,0.1114498411963241,1.114498411963241,0,2.897220000000001,0,743,O=C1COc2ccc(C(=O)N3CCCc4ccccc43)cc2N1,-143.51274,-359.36362
VS_set_NR3C2_04223,CC1CN(c2cc3c(cn2)OCC(=O)N3)C(c2ccccc2F)CO1,Fc1ccccc1OCC(=O)Nc2ccc3c(c2)NC(=O)CO3,B25R3.11107213,316.284,16778162,CHEMBL4069468,NR3C2,emolecules,VS_set_NR3C2_04223,7.1509185,0.17488789237668162,0.161531279178338,0.16826075322778328,1.6826075322778329,0,2.1740999999999993,0,771,O=C1COc2ccc(COc3ccc(F)cc3F)cc2N1,-119.74361,-372.67316
VS_set_NR3C2_04253,CC1CN(c2cc3c(cn2)OCC(=O)N3)C(c2ccccc2F)CO1,CCC(C)N(C(=O)c1ccccc1Cl)c2ccc3c(c2)N(C(=O)CO3)C,B28R3.686764670,372.846,323067683,CHEMBL4069468,NR3C2,emolecules,VS_set_NR3C2_04253,7.1650934,0.11304347826086956,0.10966057441253264,0.11136205183350542,1.1136205183350543,1,4.140500000000004,0,800,NC(=O)CC1COc2ccccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,-225.0736,-210.35916
VS_set_NR3C2_04263,Cc1nc(C)c(C2=NN(c3ccc(C#N)cc3)C(c3ccc(F)cc3)C2)s1,Cc1nc(c(s1)C(=O)NC(Cc2ccccc2)c3ccccc3)C,B26R3.2683769,336.452,27360489,CHEMBL1215693,NR3C2,emolecules,VS_set_NR3C2_04263,7.0726943,0.11456483126110124,0.11150442477876106,0.11373831267136761,1.137383126713676,1,4.473740000000003,0,871,CC(c1ccccc1)N1C(=O)OC(Cc2ccccc2)(C(=O)NC2CC(c3ccccc3)C2)C1=O,-196.44037,-112.613556
VS_set_NR3C2_04264,Cc1nc(C)c(C2=NN(c3ccc(C#N)cc3)C(c3ccc(F)cc3)C2)s1,NS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3ccc(cc3)F)c4cccs4,B30R4.62064,401.481,5512538,CHEMBL1215693,NR3C2,emolecules,VS_set_NR3C2_04264,7.0076113,0.07876106194690266,0.06618962432915922,0.07185123675978815,0.7185123675978815,1,3.8903000000000034,0,207,Cc1nc(C)c(C2=NN(c3ccc(C#N)cc3)C(c3ccc(F)cc3)C2)s1,-80.7196,-37.22141
VS_set_NR3C2_04265,Cc1nc(C)c(C2=NN(c3ccc(C#N)cc3)C(c3ccc(F)cc3)C2)s1,Cc1ccc(o1)C2=NN(C(C2)c3ccc(cc3)F)c4ccc(cc4)S(=O)(=O)N,B31R4.81251,399.44,48610056,CHEMBL1215693,NR3C2,emolecules,VS_set_NR3C2_04265,7.121173,0.07719298245614035,0.0659536541889483,0.07251841182889676,0.7251841182889676,1,3.7302200000000028,0,212,COc1ccc(N2N=C(c3ccc(C(=O)O)cc3)CC2c2ccc(F)cc2)cc1,-87.47047,-21.200672
VS_set_NR3C2_04450,Cc1ccccc1CC(C)(O)c1ccnc(NC(N)=O)c1,CN(Cc1ccccc1C)c2ccnc(c2)NN,B19R2.190948,242.32,261361919,CHEMBL3643683,NR3C2,emolecules,VS_set_NR3C2_04450,7.0319757,0.17914438502673796,0.16936936936936936,0.17642136828420768,1.764213682842077,0,2.31202,0,448,CCC(Cc1ccccc1C)NS(=O)(=O)c1c(C)cc(C)cc1C,100.15045,327.68488
VS_set_NR3C2_04455,Cc1ccccc1CC(C)(O)c1ccnc(NC(N)=O)c1,CN(Cc1ccccc1C)c2ccnc(c2)N,B18R2.65696,227.305,315831588,CHEMBL3643683,NR3C2,emolecules,VS_set_NR3C2_04455,7.1093264,0.20352422907488987,0.19494584837545126,0.20062640162031764,2.0062640162031764,0,2.60862,0,448,CCC(Cc1ccccc1C)NS(=O)(=O)c1c(C)cc(C)cc1C,101.333984,338.29663
VS_set_NR3C2_04465,Cc1ccccc1CC(C)(O)c1ccnc(NC(N)=O)c1,Cc1ccccc1C2CC(C2)Nc3cccc(c3)NC(=O)N,B24R3.11147162,295.38,51168827,CHEMBL3643683,NR3C2,emolecules,VS_set_NR3C2_04465,7.09967,0.1240174672489083,0.11288888888888889,0.12099841177468935,1.2099841177468935,0,3.843720000000001,0,577,Cc1ccccc1C(Cc1ccnc(NC(N)=O)c1)C1CC1,3.642846,15.615391
VS_set_NR3C2_04482,Cc1ccccc1CC(C)(O)c1ccnc(NC(N)=O)c1,Cc1ccccc1CSc2ccnc(c2)C(=N)N,B19R2.62743,257.356,314664979,CHEMBL3643683,NR3C2,emolecules,VS_set_NR3C2_04482,7.142932,0.205648720211827,0.1991111111111111,0.20321036930895925,2.0321036930895926,0,2.9663900000000005,0,577,Cc1ccccc1C(Cc1ccnc(NC(N)=O)c1)C1CC1,-34.35626,54.317028
VS_set_NR3C2_04500,Cc1ccccc1CC(C)(O)c1ccnc(NC(N)=O)c1,CN(Cc1cccc(c1C)C)c2cc(ncn2)C(=O)N,B21R2.218980,270.33,316427081,CHEMBL3643683,NR3C2,emolecules,VS_set_NR3C2_04500,7.5176325,0.1637478108581436,0.15700267618198038,0.1609606157720987,1.609606157720987,0,1.82874,0,445,CCC(Cc1cccc(C)c1C)NS(=O)(=O)c1c(C)cc(C)cc1C,119.29664,264.53058
VS_set_NR3C2_04600,NC(=O)Nc1cc(CCc2ccc(F)c(C(F)(F)F)c2)ccn1,CN(Cc1cccc(c1)C(F)(F)F)c2ccnc(c2)C(=O)N,B23R2.463614,309.287,318585969,CHEMBL3643691,NR3C2,emolecules,VS_set_NR3C2_04600,7.087704,0.18197879858657243,0.17959895379250218,0.18086231825523275,1.8086231825523273,0,2.8357,0,876,CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,145.14708,360.1675
VS_set_NR3C2_04667,NC(=O)Nc1cc(CCc2ccc(F)c(C(F)(F)F)c2)ccn1,FC(F)(F)c1cccc(c1)Cc2cnc(s2)NC(=O)CCl,B22R2.8145658,334.746,663121,CHEMBL3643691,NR3C2,emolecules,VS_set_NR3C2_04667,7.076825,0.1888111888111888,0.18005295675198588,0.187039982404164,1.87039982404164,0,3.9300000000000015,0,365,CC(c1ccccc1)N1C(=O)OC(Cc2ccccc2)(C(=O)NCc2cccc(C(F)(F)F)c2)C1=O,-14.516557,57.4132
VS_set_NR3C2_04676,CC1=CC(C)(C)Nc2ccc3c(c21)C(=C1SCCCS1)Oc1ccc(F)cc1-3,Fc1ccc(c(c1)c2ccc3c(c2)C(=O)NCCO3)OCC4CCCCO4,B30R4.22867140,371.403,318361950,CHEMBL65929,NR3C2,emolecules,VS_set_NR3C2_04676,7.2068257,0.11006018916595013,0.10103626943005181,0.10714319075010818,1.0714319075010819,1,3.562800000000003,0,763,NS(=O)(=O)CC1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NCCO2,-49.534515,319.3575
VS_set_NR3C2_04728,COc1ccc(C#N)cc1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1,Cc1noc(c1S(=O)(=O)Nc2ccc(cc2)Nc3ccc(cc3)C#N)C,B28R3.32584032,368.411,184581460,CHEMBL3086014,NR3C2,emolecules,VS_set_NR3C2_04728,7.0783978,0.18964003511852504,0.17062043795620438,0.18010804974878264,1.8010804974878263,0,3.7075200000000015,0,397,Cc1noc(C)c1S(=O)(=O)NCc1ccc(-c2cccc(NS(C)(=O)=O)c2)cc1,99.57949,-327.75403
VS_set_NR3C2_04730,COc1ccc(C#N)cc1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1,Cc1noc(c1S(=O)(=O)Nc2ccc(cc2)Nc3c(cccc3C)C)C,B28R3.1905209720,371.455,184570368,CHEMBL3086014,NR3C2,emolecules,VS_set_NR3C2_04730,7.4934883,0.15589016829052257,0.14442413162705667,0.1526643191659645,1.5266431916596452,0,4.452680000000003,0,400,Cc1noc(C)c1S(=O)(=O)NCc1ccc(-c2ccccc2)s1,115.85737,-330.69412
VS_set_NR3C2_04731,COc1ccc(C#N)cc1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1,Cc1noc(c1S(=O)(=O)Nc2ccc(cc2)Nc3cccc(c3)C#N)C,B28R3.162033727,368.411,184581163,CHEMBL3086014,NR3C2,emolecules,VS_set_NR3C2_04731,7.2362633,0.18229623137598597,0.16047144152311876,0.1721040795314362,1.721040795314362,0,3.7075200000000024,0,397,Cc1noc(C)c1S(=O)(=O)NCc1ccc(-c2cccc(NS(C)(=O)=O)c2)cc1,96.38811,-339.16434
VS_set_NR3C2_04738,COc1ccc(C#N)cc1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1,CCc1cccc(c1Nc2ccc(cc2)NS(=O)(=O)c3c(noc3C)C)C,B29R3.5800614402,385.482,184570887,CHEMBL3086014,NR3C2,emolecules,VS_set_NR3C2_04738,7.021121,0.13327370304114491,0.1301989150090416,0.1321546557996814,1.321546557996814,0,4.706660000000003,0,400,Cc1noc(C)c1S(=O)(=O)NCc1ccc(-c2ccccc2)s1,127.48558,-331.85962
VS_set_NR3C2_04768,COc1ccc(C#N)cc1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1,Cc1n[nH]c(c1S(=O)(=O)Nc2ccc(cc2)Nc3ccc(cc3)C#N)C,B28R3.32584032,367.427,184581457,CHEMBL3086014,NR3C2,emolecules,VS_set_NR3C2_04768,7.1392646,0.2052863436123348,0.20194862710363154,0.203649309415913,2.03649309415913,0,3.4426200000000016,0,418,Cc1cc(C)c(S(=O)(=O)NC(Cc2c[nH]c3ccc(C#N)cc23)C(F)(F)F)c(C)c1,89.909454,-316.54617
VS_set_NR3C2_04771,COc1ccc(C#N)cc1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1,Cc1noc(c1S(=O)(=O)Nc2ccc(cc2)Nc3cccc(c3C)C)C,B28R3.230420091,371.455,184570458,CHEMBL3086014,NR3C2,emolecules,VS_set_NR3C2_04771,7.504936,0.1495076096687556,0.14448336252189142,0.14786178394420102,1.4786178394420102,0,4.4526800000000035,0,831,CC(c1ccc(F)cc1F)(c1c[nH]c2c(NS(C)(=O)=O)cccc12)C1CC1,112.749535,-342.4865
VS_set_NR3C2_04772,COc1ccc(C#N)cc1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1,Cc1noc(c1S(=O)(=O)Nc2ccc(cc2)Nc3cccc(c3C)Cl)C,B28R3.230420091,391.874,184572292,CHEMBL3086014,NR3C2,emolecules,VS_set_NR3C2_04772,7.3449736,0.1443478260869565,0.13847502191060473,0.14265346936641965,1.4265346936641965,0,4.797660000000003,0,831,CC(c1ccc(F)cc1F)(c1c[nH]c2c(NS(C)(=O)=O)cccc12)C1CC1,123.73849,-347.66882
VS_set_NR3C2_04909,N#Cc1cc(-c2ccc3c(c2)NC(=O)CO3)n(-c2ccc(F)cc2)n1,Fc1ccc(cc1)NC(=O)/C(=C/c2ccc(c(c2)Br)OCC=C)/C#N,B26R2.103872,401.229,46408773,CHEMBL1929029,NR3C2,emolecules,VS_set_NR3C2_04909,7.2605977,0.18949181739879414,0.1851528384279476,0.18753498084901235,1.8753498084901234,0,4.698680000000002,0,358,CC(c1ccccc1)N1C(=O)OC(Cc2ccccc2)(C(=O)Nc2ccc(F)cc2)C1=O,134.96487,187.71927
VS_set_NR3C2_04982,O=C1COc2ccc(C(=O)N3CCCc4ccccc43)cc2N1,O=C(NCCCc1ccccc1)c2cccc3c2OCC(=O)N3,B25R3.2521445,310.348,180493288,CHEMBL4580706;CHEMBL4580706,NR3C2,emolecules,VS_set_NR3C2_04982,7.025064,0.10475352112676056,0.10159010600706714,0.10327741697439055,1.0327741697439055,0,2.3800999999999997,0,743,O=C1COc2ccc(C(=O)N3CCCc4ccccc43)cc2N1,-91.10903,-160.13216
VS_set_NR3C2_05035,CS(=O)(=O)Nc1cccc2c(-c3cccc(Cl)c3)c[nH]c12,Cc1cccc(c1)C=CC(=O)c2ccccc2NS(=O)(=O)C,B23R2.7972323,315.389,300744760,CHEMBL3605932,NR3C2,emolecules,VS_set_NR3C2_05035,7.184709,0.15445719329214475,0.14804964539007093,0.15142048357095375,1.5142048357095375,0,3.262620000000001,0,831,CC(c1ccc(F)cc1F)(c1c[nH]c2c(NS(C)(=O)=O)cccc12)C1CC1,-140.51555,20.450674
VS_set_NR3C2_05036,CS(=O)(=O)Nc1cccc2c(-c3cccc(Cl)c3)c[nH]c12,Cc1c(cccc1C(=O)Nc2cccc(c2)Cl)NS(=O)(=O)C,B23R2.7982018,338.811,13333659,CHEMBL3605932,NR3C2,emolecules,VS_set_NR3C2_05036,7.0969787,0.13197519929140833,0.12836624775583483,0.1304039151957228,1.304039151957228,0,3.272220000000001,0,657,CCC(CC)(c1ccc(Cl)cc1)n1ncc2c(NS(C)(=O)=O)cccc21,-265.961,87.18377
VS_set_NR3C2_05059,CS(=O)(=O)Nc1cccc2c(-c3cccc(Cl)c3)c[nH]c12,CS(=O)(=O)c1cccc(c1)C(N)c2ccccc2,B19R2.21019,261.341,36910921,CHEMBL3605932,NR3C2,emolecules,VS_set_NR3C2_05059,7.0157533,0.23903312444046554,0.22540250447227192,0.2364284044921893,2.364284044921893,1,2.1382000000000003,0,364,CC(c1ccccc1)N1C(=O)OC(Cc2ccccc2)(C(=O)NCc2cccc(S(C)(=O)=O)c2)C1=O,-201.34091,139.50815
VS_set_NR3C2_05221,N#CCC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1,CCC(C)N(C(=O)c1cccnc1)c2ccc3c(c2)N(C(=O)CO3)C,B27R3.5866775,339.389,323064356,CHEMBL4100538;CHEMBL4100538,NR3C2,emolecules,VS_set_NR3C2_05221,7.158574,0.10918544194107452,0.10548885077186965,0.10796977635038167,1.0796977635038167,1,2.882100000000001,0,808,CC(C)Cc1cc2c(cc1Cl)OCC(CC(N)=O)N2C(=O)c1ccc2c(c1)NC(=O)CO2,-212.28322,-210.12651
VS_set_NR3C2_05269,Cc1cc(F)ccc1C1=C(c2ccc3c(c2)NC(=O)CO3)COC1=O,Nc1cc(ccc1C(=O)OCC(=O)c2ccc3c(c2)NC(=O)CO3)Cl,B27R3.136763920,360.749,43765906,CHEMBL2419304,NR3C2,emolecules,VS_set_NR3C2_05269,7.0538297,0.11821366024518389,0.10934744268077601,0.11441805263064922,1.1441805263064921,0,2.2927999999999997,0,806,NC(=O)CC1COc2cc(Cl)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,-5.1512213,-342.86487
VS_set_NR3C2_05476,O=C(O)c1ccc(N2N=C(c3ccc4[nH]c(=O)oc4c3)CC2c5ccc(F)cc5)cc1,COc1cccc(c1)C2=NN(C(C2)c3ccc(cc3)F)c4ccc(cc4)S(=O)(=O)N,B33R4.2707981,425.478,5512536,CHEMBL1215757,NR3C2,emolecules,VS_set_NR3C2_05476,7.0966167,0.07610619469026549,0.05565529622980251,0.06976996711916368,0.6976996711916368,1,3.8374000000000024,0,212,COc1ccc(N2N=C(c3ccc(C(=O)O)cc3)CC2c2ccc(F)cc2)cc1,-115.8542,-40.333527
VS_set_NR3C2_05483,O=C(O)c1ccc(N2N=C(c3ccc4[nH]c(=O)oc4c3)CC2c5ccc(F)cc5)cc1,COc1cccc(c1)C2=NN(C(C2)c3ccc(cc3)Br)c4ccc(cc4)S(=O)(=O)N,B33R4.2707981,486.383,50428149,CHEMBL1215757,NR3C2,emolecules,VS_set_NR3C2_05483,7.1454663,0.08795074758135445,0.06951871657754011,0.081373929080194,0.8137392908019401,1,4.460800000000003,0,212,COc1ccc(N2N=C(c3ccc(C(=O)O)cc3)CC2c2ccc(F)cc2)cc1,-107.3558,-53.91508
VS_set_NR3C2_05487,O=C(O)c1ccc(N2N=C(c3ccc4[nH]c(=O)oc4c3)CC2c5ccc(F)cc5)cc1,COc1ccc(cc1)C2=NN(C(C2)c3ccc(cc3)F)c4ccc(cc4)S(=O)(=O)N,B33R4.129186,425.478,7685640,CHEMBL1215757,NR3C2,emolecules,VS_set_NR3C2_05487,7.004829,0.06881143878462913,0.03905540417801998,0.060226105504753345,0.6022610550475335,1,3.8374000000000024,0,212,COc1ccc(N2N=C(c3ccc(C(=O)O)cc3)CC2c2ccc(F)cc2)cc1,-106.002396,-26.969332
VS_set_NR3C2_05507,O=C(O)c1ccc(N2N=C(c3ccc4[nH]c(=O)oc4c3)CC2c5ccc(F)cc5)cc1,[O-][N+](=O)c1ccc(cc1)n2nc(cc2c3ccc(cc3)F)C(=O)Nc4ccc5nc[nH]c5c4,B37R5.6443998,442.403,322474677,CHEMBL1215757,NR3C2,emolecules,VS_set_NR3C2_05507,7.027884,0.11643835616438356,0.109375,0.11342499681194658,1.1342499681194658,0,4.715200000000002,0,316,O=C1COc2ccc(-c3cc(CO)nn3-c3ccc(F)cc3)cc2N1,-15.507372,80.40952
VS_set_NR3C2_05581,CCC1CNc2cc3oc(=O)cc(C(F)(F)F)c3cc2C1CC,CCOC(=O)Cc1ccc2c(cccc2c1)C(F)(F)F,B21R2.433,282.258,53989349,CHEMBL2112310,NR3C2,emolecules,VS_set_NR3C2_05581,7.0143414,0.31503150315031503,0.3107497741644083,0.31296113706546924,3.1296113706546924,0,3.9642000000000026,0,439,CCC(Cc1cccc2ccccc12)NS(=O)(=O)c1c(C)cc(C)cc1C,77.850586,157.27303
VS_set_NR3C2_05644,COC(=O)C1=C(C(C)C)NC(C)=C(C#N)C1c1ccccc1Cl,CC1=C(C(C2=C(N1)CCCC2=O)c3ccc(cc3Cl)Cl)C#N,B24R3.2163058,333.212,1255644,CHEMBL1215407,NR3C2,emolecules,VS_set_NR3C2_05644,7.0872216,0.0933572710951526,0.0854853072128228,0.09000385035477745,0.9000385035477746,1,4.484880000000003,0,200,CCCC1=C(C(=O)OC)C(c2ccc(F)cc2Cl)C(C#N)=C(C)N1,153.73178,7.969253
VS_set_NR3C2_05648,COC(=O)C1=C(C(C)C)NC(C)=C(C#N)C1c1ccccc1Cl,CC1=C(C(C2=C(N1)CC(CC2=O)(C)C)c3ccc(cc3Cl)Cl)C#N,B26R3.103479856,361.266,627929,CHEMBL1215407,NR3C2,emolecules,VS_set_NR3C2_05648,7.062972,0.09591474245115453,0.09308510638297872,0.0946381946155154,0.946381946155154,1,5.120980000000003,1,200,CCCC1=C(C(=O)OC)C(c2ccc(F)cc2Cl)C(C#N)=C(C)N1,171.14445,4.035912
VS_set_NR3C2_05649,COC(=O)C1=C(C(C)C)NC(C)=C(C#N)C1c1ccccc1Cl,CC1=C(C(C2=C(N1)CC(CC2=O)(C)C)c3cccc(c3Cl)Cl)C#N,B26R3.103479863,361.266,659905,CHEMBL1215407,NR3C2,emolecules,VS_set_NR3C2_05649,7.123222,0.09615384615384616,0.0913884007029877,0.09353005845487042,0.9353005845487042,1,5.120980000000003,1,620,CC1=C(C#N)C(c2cccc3c(=O)cc(C)oc23)C(C(=O)OC(C)C)=C(C)N1,169.26764,-11.938905
VS_set_NR3C2_05658,COC(=O)C1=C(C(C)C)NC(C)=C(C#N)C1c1ccccc1Cl,CCC1=C(C(C(=C(O1)N)C#N)c2ccc(cc2Cl)Cl)C(=O)OC,B24R2.13585736,353.2,3753307,CHEMBL1215407,NR3C2,emolecules,VS_set_NR3C2_05658,7.1614347,0.09712230215827339,0.08920606601248884,0.09495883070545293,0.9495883070545292,1,3.638180000000002,0,200,CCCC1=C(C(=O)OC)C(c2ccc(F)cc2Cl)C(C#N)=C(C)N1,169.04498,70.89628
VS_set_NR3C2_05688,COC(=O)C1=C(C(C)C)NC(C)=C(C#N)C1c1ccccc1Cl,CCOC(=O)C1=C(OC(=C(C1c2ccccc2Cl)C#N)N)C,B23R2.10268743,318.755,1326718,CHEMBL1215407,NR3C2,emolecules,VS_set_NR3C2_05688,7.2003746,0.0975177304964539,0.06936936936936937,0.08493290580269461,0.8493290580269461,1,2.9847800000000007,0,196,CCOC(=O)C1=C(c2ccccc2)NC(C)=C(C#N)C1c1ccccc1Cl,176.62941,111.311195
VS_set_NR3C2_05690,COC(=O)C1=C(C(C)C)NC(C)=C(C#N)C1c1ccccc1Cl,COC(=O)C1=C(OC(=C(C1c2ccc(cc2Cl)Cl)C#N)N)C,B23R2.27358857,339.174,4376588,CHEMBL1215407,NR3C2,emolecules,VS_set_NR3C2_05690,7.3125906,0.10215053763440861,0.09587813620071685,0.09946172892031795,0.9946172892031795,1,3.2480800000000016,0,200,CCCC1=C(C(=O)OC)C(c2ccc(F)cc2Cl)C(C#N)=C(C)N1,183.78535,79.5318
