qrySmiles,hitSmiles,anonIdx,mw,id,qry_molecule_chembl_id,target_id,provider,QSPRID,predictions,nn_max,nn_min,nn_mean,nn_sum,n_chiral_centers,logP,lipinski_violations,nn_index,nn_smiles
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,C[C@@H]1CN(CCO1)C2=CC3=C(C=N2)OCC(=O)N3,B20R3.90365,249.266,Z5372806139,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12266,6.7919016,0.08703374777975133,0.06126126126126126,0.07833816665106515,0.7833816665106514,1,0.6376,0,797,CC1CN(c2cc3c(cn2)OCC(=O)N3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,C[C@H]1CN(CCO1)C2=CC3=C(C=N2)OCC(=O)N3,B20R3.90365,249.266,Z5372806294,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12267,6.7919016,0.08703374777975133,0.06126126126126126,0.07833816665106515,0.7833816665106514,1,0.6376,0,797,CC1CN(c2cc3c(cn2)OCC(=O)N3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CCOC(C)C(=O)NC1=CC=C2OCC(=O)NC2=N1,B20R2.33040,265.266,Z3599327301,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12268,6.2982807,0.1196808510638298,0.10235507246376811,0.11556480325141132,1.1556480325141132,1,0.7759999999999996,0,631,CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CC(C)OCC(=O)NC1=CC=C2OCC(=O)NC2=N1,B20R2.72172,265.266,Z3599328005,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12269,6.6046224,0.14285714285714285,0.1132420091324201,0.13493710202192935,1.3493710202192934,0,0.7759999999999996,0,631,CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CC1(CCCO1)CNC2=CC=C3OCC(=O)NC3=N2,B21R3.22056004,263.293,Z4217707519,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12270,5.9351482,0.08561341571050309,0.07822222222222222,0.08234009310074192,0.8234009310074192,1,1.3934999999999997,0,794,CC1(C)CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CC1(CC1)CNC2=CC=C3OCC(=O)NC3=N2,B19R3.2146813,233.267,Z3293567396,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12271,5.993148,0.11446317657497782,0.09689213893967093,0.11016607654285752,1.1016607654285753,0,1.6244999999999998,0,631,CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,O=C1COC2=CC=C(N=C2N1)NCC3CCCOC3,B21R3.150237,263.293,Z3366948206,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12272,6.3087044,0.08546255506607929,0.07658058771148708,0.08155767759651703,0.8155767759651703,1,1.251,0,791,O=C1COc2ccc(N3CCOCC3c3ccccc3)nc2N1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CC1OCCC1CNC2=CC=C3OCC(=O)NC3=N2,B21R3.3766175,263.293,PV-003006272519,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12273,6.521192,0.08081705150976909,0.07310469314079422,0.07743104098572093,0.7743104098572093,2,1.2493999999999998,0,631,CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CCCCNC1=CC=C2OCC(=O)NC2=N1,B17R2.2015,221.256,Z3393813152,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12274,6.341213,0.11288888888888889,0.09423604757548033,0.10758255178315254,1.0758255178315255,0,1.6244999999999998,0,631,CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CC(C)CNC1=CC=C2OCC(=O)NC2=N1,B17R2.19729,221.256,Z3366948551,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12275,6.1759443,0.12177777777777778,0.10164835164835165,0.11669160648932461,1.1669160648932462,0,1.4803999999999997,0,631,CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1
