"batch.code","well.name","plate.layout.info.Type","plate.layout.info.Stimulant","plate.layout.info.Stimulant dose","plate.layout.info.Stimulant unit","plate.layout.info.Stimulation solvent","plate.layout.info.Treatment","plate.layout.info.Treatment concentration","plate.layout.info.Treatment unit","plate.layout.info.Treatment solvent","plate.layout.info.Treatment 2","plate.layout.info.Treatment 2 concentration","plate.layout.info.Treatment 2 unit","plate.layout.info.Treatment 2 solvent","ID","obj.Mean(area).um2.meas","obj.Mean(area).meas.npi_plate","Fraction_dead_cells","increase_death_cells_pct","obj.count_corrected.meas"
"4042","K10","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3289.875,111.03492573123805,0.184,-2.450000000000002,753
"4042","K11","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2618.305,66.65084857730885,0.168,-4.050000000000001,802
"4042","K12","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2579.624,64.09485450190232,0.179,-2.950000000000003,852
"4042","K13","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3048.197,95.0624030161567,0.183,-2.5500000000000025,767
"4042","K14","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3093.912,98.08413741954239,0.188,-2.0500000000000016,780
"4042","K15","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2538.946,61.40638937512446,0.177,-3.150000000000003,809
"4042","K16","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2563.91,63.056002572727266,0.179,-2.950000000000003,821
"4042","K17","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3151.946,101.91952296477187,0.184,-2.450000000000002,809
"4042","K18","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3119.081,99.7469977222823,0.177,-3.150000000000003,795
"4042","K19","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2597.874,65.30103828544114,0.187,-2.150000000000002,822
"4042","K20","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2600.63,65.48301167706173,0.182,-2.650000000000002,847
"4042","K21","stim_only","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3047.888,95.04218375042107,0.18,-2.8500000000000023,782
"4042","K22","stim_only","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3037.848,94.3784340614448,0.18,-2.8500000000000023,792
"4042","L03","ref_ctrl","FSK",2.5,"uM","0.1pctDMSO","rapamycin",0.03,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",2340.909,48.31824949963854,0.196,-1.250000000000001,908
"4042","L04","ref_ctrl","FSK",2.5,"uM","0.1pctDMSO","rapamycin",0.03,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",2448.458,55.42567001373953,0.179,-2.950000000000003,892
"4042","L05","treatment","FSK",2.5,"uM","0.1pctDMSO","Benidipine",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3160.571,102.48914848566852,0.172,-3.650000000000003,778
"4042","L06","treatment","FSK",2.5,"uM","0.1pctDMSO","Benidipine",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3109.223,99.09579792238328,0.17,-3.8500000000000005,793
"4042","L07","treatment","FSK",2.5,"uM","0.1pctDMSO","Benidipine",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2293.141,45.16125518064215,0.169,-3.9500000000000006,837
"4042","L08","treatment","FSK",2.5,"uM","0.1pctDMSO","Benidipine",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2564.965,63.125724178712176,0.165,-4.350000000000001,801
"4042","L09","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3328.267,113.57209497302867,0.168,-4.050000000000001,773
"4042","L10","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3050.722,95.22973487052046,0.178,-3.0500000000000025,820
"4042","L11","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2580.012,64.11995428005689,0.174,-3.450000000000003,779
"4042","L12","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2558.917,62.72621937641867,0.295,8.649999999999997,809
"4042","L13","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3184.699,104.08368161454322,0.19,-1.8500000000000016,761
"4042","L14","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3152.795,101.97530024955981,0.172,-3.650000000000003,841
"4042","L15","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2574.258,63.73997152743917,0.179,-2.950000000000003,817
"4042","L16","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2690.898,71.44839228513001,0.176,-3.2500000000000027,803
"4042","L17","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3109.811,99.13484202173487,0.183,-2.5500000000000025,830
"4042","L18","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",2984.315,90.84075977377083,0.186,-2.2500000000000018,849
"4042","L19","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2625.399,67.12007498558725,0.189,-1.9500000000000017,842
"4042","L20","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.1,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2682.56,70.89759159784926,0.19,-1.8500000000000016,869
"4042","L21","stim_only","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3101.062,98.55615269206015,0.204,-0.4500000000000032,798
"4042","L22","stim_only","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3178.697,103.68766289254899,0.188,-2.0500000000000016,860
"4042","M03","tox_ctrl","FSK",2.5,"uM","0.1pctDMSO","staurosporin",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",1218.158,-25.884364101913825,0.46,25.15,516
"4042","M04","tox_ctrl","FSK",2.5,"uM","0.1pctDMSO","staurosporin",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",1214.252,-26.143031260117823,0.48,27.149999999999995,490
"4042","M05","treatment","FSK",2.5,"uM","0.1pctDMSO","Benidipine",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3251.574,108.50403143398609,0.172,-3.650000000000003,818
"4042","M06","treatment","FSK",2.5,"uM","0.1pctDMSO","Benidipine",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3219.135,106.36009204995034,0.166,-4.250000000000001,863
"4042","M07","treatment","FSK",2.5,"uM","0.1pctDMSO","Benidipine",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2508.807,59.41444309213579,0.178,-3.0500000000000025,833
"4042","M08","treatment","FSK",2.5,"uM","0.1pctDMSO","Benidipine",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2656.058,69.14618485550851,0.176,-3.2500000000000027,846
"4042","M09","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3131.959,100.59829853135798,0.175,-3.350000000000003,802
"4042","M10","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3199.628,105.07024233922961,0.182,-2.650000000000002,785
"4042","M11","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2420.511,53.57874467119945,0.16,-4.850000000000001,801
"4042","M12","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2512.265,59.64312995976627,0.175,-3.350000000000003,864
"4042","M13","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3125.561,100.17578559908947,0.179,-2.950000000000003,799
"4042","M14","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3311.569,112.4690991663475,0.171,-3.7500000000000004,792
"4042","M15","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2610.277,66.12026715576374,0.161,-4.750000000000002,809
"4042","M16","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2557.653,62.64255344923681,0.192,-1.6500000000000015,875
"4042","M17","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3141.425,101.22370133704254,0.178,-3.0500000000000025,793
"4042","M18","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3223.149,106.62503415269296,0.196,-1.250000000000001,792
"4042","M19","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2490.205,58.18455396256213,0.195,-1.3500000000000012,831
"4042","M20","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2537.962,61.34085106549866,0.174,-3.450000000000003,862
"4042","M21","tox_ctrl","FSK",2.5,"uM","0.1pctDMSO","staurosporin",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3271.183,109.79945887318559,0.193,-1.5500000000000014,805
"4042","M22","tox_ctrl","FSK",2.5,"uM","0.1pctDMSO","staurosporin",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3225.548,106.78399941433854,0.192,-1.6500000000000015,819
"4042","N03","tox_ctrl","FSK",2.5,"uM","0.1pctDMSO","staurosporin",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",1208.066,-26.551599871189353,0.464,25.55,492
"4042","N04","tox_ctrl","FSK",2.5,"uM","0.1pctDMSO","staurosporin",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",1232.153,-24.959855606554022,0.472,26.349999999999994,530
"4042","N05","treatment","FSK",2.5,"uM","0.1pctDMSO","Benidipine",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3177.224,103.59005264417014,0.167,-4.150000000000001,830
"4042","N06","treatment","FSK",2.5,"uM","0.1pctDMSO","Benidipine",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3028.326,93.749545175461,0.173,-3.5500000000000034,830
"4042","N07","treatment","FSK",2.5,"uM","0.1pctDMSO","Benidipine",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2529.758,60.79911418699597,0.181,-2.7500000000000027,848
"4042","N08","treatment","FSK",2.5,"uM","0.1pctDMSO","Benidipine",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2446.453,55.293198962368194,0.167,-4.150000000000001,831
"4042","N09","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3089.464,97.78991224228606,0.174,-3.450000000000003,824
"4042","N10","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3192.453,104.59613541853227,0.192,-1.6500000000000015,820
"4042","N11","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2542.409,61.63507624275495,0.179,-2.950000000000003,844
"4042","N12","treatment","FSK",2.5,"uM","0.1pctDMSO","Z318400112",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2518.426,60.05030413871811,0.183,-2.5500000000000025,837
"4042","N13","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3182.06,103.90937759958096,0.179,-2.950000000000003,814
"4042","N14","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3202.222,105.24175748995246,0.188,-2.0500000000000016,833
"4042","N15","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2704.745,72.36383697171179,0.19,-1.8500000000000016,841
"4042","N16","treatment","FSK",2.5,"uM","0.1pctDMSO","Z90308949",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2560.421,62.82522405691725,0.163,-4.550000000000002,883
"4042","N17","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3007.839,92.39555158723418,0.183,-2.5500000000000025,823
"4042","N18","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.001,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",2961.646,89.34244246115529,0.196,-1.250000000000001,875
"4042","N19","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2447.765,55.380350969849324,0.182,-2.650000000000002,896
"4042","N20","treatment","FSK",2.5,"uM","0.1pctDMSO","Z95680027",0.001,"uM","0.1pctDMSO","Aldosterone",1,"uM","0.1pctDMSO","4042_1",2570.368,63.48269880135488,0.172,-3.650000000000003,871
"4042","N21","tox_ctrl","FSK",2.5,"uM","0.1pctDMSO","staurosporin",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3136.58,100.90367916557183,0.192,-1.6500000000000015,830
"4042","N22","tox_ctrl","FSK",2.5,"uM","0.1pctDMSO","staurosporin",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_1",3232.987,107.27553673653209,0.18,-2.8500000000000023,837
"4042","C03","ref_ctrl","FSK",2.5,"uM","0.1pctDMSO","rapamycin",0.03,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",2204.601,38.869731364510216,0.188,-3.0062499999999965,814
"4042","C04","ref_ctrl","FSK",2.5,"uM","0.1pctDMSO","rapamycin",0.03,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",2356.103,48.99732385602742,0.289,7.093750000000002,821
"4042","C05","treatment","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","CPA",1,"uM","0.1pctDMSO","4042_2",2936.344,87.78555881309377,0.179,-3.9062499999999973,782
"4042","C06","treatment","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","CPA",1,"uM","0.1pctDMSO","4042_2",2942.247,88.17977399328724,0.188,-3.0062499999999965,832
"4042","C07","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",3160.973,102.80099641001495,0.184,-3.406249999999997,816
"4042","C08","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",3271.2,110.16978785516942,0.176,-4.206249999999997,810
"4042","C09","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",1,"uM","0.1pctDMSO","CPA",1,"uM","0.1pctDMSO","4042_2",3182.68,104.25232886231926,0.179,-3.9062499999999973,818
"4042","C10","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",1,"uM","0.1pctDMSO","CPA",1,"uM","0.1pctDMSO","4042_2",3191.097,104.81509042545767,0.18,-3.8062499999999972,816
"4042","C11","tox_ctrl","FSK",2.5,"uM","0.1pctDMSO","staurosporin",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",1337.239,-19.112340013531302,0.489,27.093750000000007,518
"4042","C12","tox_ctrl","FSK",2.5,"uM","0.1pctDMSO","staurosporin",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",1304.185,-21.32177858159226,0.461,24.293750000000006,506
"4042","C13","solvent_ctrl","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",1584.83,-2.5609441653376375,0.229,1.0937500000000044,989
"4042","C14","solvent_ctrl","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",1635.478,0.8247930083810479,0.225,0.6937500000000041,907
"4042","D03","ref_ctrl","FSK",2.5,"uM","0.1pctDMSO","rapamycin",0.03,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",2254.248,42.188473114045756,0.193,-2.506249999999996,816
"4042","D04","ref_ctrl","FSK",2.5,"uM","0.1pctDMSO","rapamycin",0.03,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",2204.989,38.89511910420067,0.195,-2.306249999999996,880
"4042","D05","treatment","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","CPA",1,"uM","0.1pctDMSO","4042_2",2674.915,70.30892089618132,0.199,-1.9062499999999956,894
"4042","D06","treatment","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","CPA",1,"uM","0.1pctDMSO","4042_2",2988.991,91.30458162018735,0.175,-4.306249999999998,864
"4042","D07","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",3525.905,127.1964986075677,0.178,-4.006249999999997,778
"4042","D08","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",3306.724,112.5442467312183,0.183,-3.506249999999997,814
"4042","D09","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",1,"uM","0.1pctDMSO","CPA",1,"uM","0.1pctDMSO","4042_2",3168.518,103.30593034385842,0.193,-2.506249999999996,852
"4042","D10","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",1,"uM","0.1pctDMSO","CPA",1,"uM","0.1pctDMSO","4042_2",3217.436,106.57601225898728,0.181,-3.706249999999997,806
"4042","D11","tox_ctrl","FSK",2.5,"uM","0.1pctDMSO","staurosporin",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",1323.465,-20.03264557731028,0.493,27.493750000000006,467
"4042","D12","tox_ctrl","FSK",2.5,"uM","0.1pctDMSO","staurosporin",1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",1359.785,-17.60459036191486,0.459,24.093750000000007,520
"4042","D13","solvent_ctrl","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",1549.918,-4.8945005718852626,0.234,1.5937500000000049,964
"4042","D14","solvent_ctrl","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",1596.642,-1.7711033749679326,0.231,1.2937500000000046,903
"4042","E03","solvent_ctrl","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",1695.254,4.820541149662053,0.212,-0.6062499999999971,932
"4042","E04","solvent_ctrl","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",1644.316,1.4157631711755165,0.219,0.09375000000000355,906
"4042","E05","treatment","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","CPA",0.1,"uM","0.1pctDMSO","4042_2",2800.196,78.68405413406579,0.178,-4.006249999999997,844
"4042","E06","treatment","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","CPA",0.1,"uM","0.1pctDMSO","4042_2",2940.857,88.08668561442224,0.192,-2.606249999999996,841
"4042","E07","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",3302.477,112.2607503046749,0.185,-3.306249999999997,807
"4042","E08","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",3178.797,103.9928097454835,0.179,-3.9062499999999973,834
"4042","E09","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",0.1,"uM","0.1pctDMSO","CPA",1,"uM","0.1pctDMSO","4042_2",3028.673,93.95760041783987,0.179,-3.9062499999999973,767
"4042","E10","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",0.1,"uM","0.1pctDMSO","CPA",1,"uM","0.1pctDMSO","4042_2",3095.054,98.39481314373825,0.188,-3.0062499999999965,815
"4042","E11","ref_ctrl","FSK",2.5,"uM","0.1pctDMSO","rapamycin",0.03,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",2272.313,43.39580117932517,0.206,-1.2062499999999976,898
"4042","E12","ref_ctrl","FSK",2.5,"uM","0.1pctDMSO","rapamycin",0.03,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",2384.657,50.905635622759945,0.212,-0.6062499999999971,850
"4042","E13","stim_only","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",3236.846,107.87360784316604,0.203,-1.5062499999999952,786
"4042","E14","stim_only","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",3080.784,97.44065726037199,0.197,-2.1062499999999957,812
"4042","F03","solvent_ctrl","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",1582.715,-2.702692378609358,0.217,-0.10624999999999662,924
"4042","F04","solvent_ctrl","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",1599.366,-1.589157907186354,0.216,-0.2062499999999967,1009
"4042","F05","treatment","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","CPA",0.1,"uM","0.1pctDMSO","4042_2",2999.243,91.99005059182966,0.185,-3.306249999999997,858
"4042","F06","treatment","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","CPA",0.1,"uM","0.1pctDMSO","4042_2",2942.639,88.20586694796908,0.194,-2.406249999999996,851
"4042","F07","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",3204.351,105.70084045465799,0.196,-2.206249999999996,797
"4042","F08","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",0.1,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",3206.012,105.81226442329941,0.18,-3.8062499999999972,836
"4042","F09","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",0.1,"uM","0.1pctDMSO","CPA",1,"uM","0.1pctDMSO","4042_2",2996.678,91.8186833489191,0.188,-3.0062499999999965,817
"4042","F10","treatment","FSK",2.5,"uM","0.1pctDMSO","DPCPX",0.1,"uM","0.1pctDMSO","CPA",1,"uM","0.1pctDMSO","4042_2",2983.605,90.9442167595812,0.187,-3.1062499999999966,852
"4042","F11","ref_ctrl","FSK",2.5,"uM","0.1pctDMSO","rapamycin",0.03,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",2318.764,46.50086278646605,0.206,-1.2062499999999976,858
"4042","F12","ref_ctrl","FSK",2.5,"uM","0.1pctDMSO","rapamycin",0.03,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",2423.036,53.47120776147866,0.203,-1.5062499999999952,890
"4042","F13","stim_only","FSK",2.5,"uM","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","DMSO",0.1,"pct","0.1pctDMSO","4042_2",3173.746,103.6550117646022,0.186,-3.2062499999999967,811
